topic,regression_label_binary,regression_label,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
Marijuana legalization,0,0.25,0.154,0.115,0.115,0.133,0.154,0.133,0.105,0.105,0.105,55,183,238,200-250
Marijuana legalization,0,0.25,0.095,0.095,0.095,0.453,0.451,0.717,0.0,0.0,0.0,91,113,204,200-250
Marijuana legalization,1,0.6607142857142857,0.237,0.226,0.407,0.17,0.223,0.213,0.245,0.19,0.408,121,125,246,200-250
Marijuana legalization,1,0.6607142857142857,0.17,0.145,0.302,0.125,0.176,0.125,0.196,0.17,0.353,355,125,480,400-500
Marijuana legalization,0,0.3928571428571428,0.229,0.21,0.286,0.12,0.159,0.08,0.087,0.13,0.13,138,166,304,300-400
Marijuana legalization,1,0.6428571428571428,0.175,0.14,0.14,0.154,0.224,0.269,0.14,0.186,0.186,167,114,281,250-300
Marijuana legalization,0,0.3392857142857143,0.133,0.133,0.133,0.077,0.104,0.077,0.133,0.133,0.133,70,59,129,100-200
Marijuana legalization,0,0.3035714285714285,0.102,0.068,0.068,0.122,0.147,0.082,0.167,0.167,0.167,62,204,266,250-300
Marijuana legalization,0,0.4642857142857143,0.265,0.176,0.5,0.103,0.158,0.138,0.333,0.259,0.556,146,136,282,250-300
Marijuana legalization,0,0.2857142857142857,0.066,0.066,0.066,0.186,0.15,0.279,0.125,0.083,0.083,151,60,211,200-250
Marijuana legalization,1,0.5357142857142857,0.056,0.111,0.111,0.118,0.155,0.118,0.077,0.077,0.077,55,109,164,100-200
Marijuana legalization,1,0.7142857142857143,0.306,0.204,0.635,0.189,0.22,0.351,0.217,0.203,0.391,182,225,407,400-500
Marijuana legalization,0,0.3571428571428571,0.167,0.139,0.25,0.069,0.104,0.069,0.138,0.092,0.276,81,151,232,200-250
Marijuana legalization,0,0.3214285714285714,0.056,0.056,0.056,0.114,0.146,0.114,0.0,0.0,0.0,33,100,133,100-200
Marijuana legalization,0,0.4821428571428571,0.164,0.137,0.192,0.098,0.114,0.098,0.185,0.16,0.259,187,131,318,300-400
Marijuana legalization,1,0.5714285714285714,0.164,0.146,0.274,0.271,0.196,0.475,0.143,0.143,0.143,164,147,311,300-400
Marijuana legalization,0,0.3214285714285714,0.195,0.195,0.244,0.154,0.128,0.308,0.146,0.146,0.244,84,109,193,100-200
Marijuana legalization,0,0.3928571428571428,0.162,0.148,0.202,0.145,0.169,0.145,0.148,0.123,0.222,88,347,435,400-500
Marijuana legalization,0,0.4464285714285714,0.092,0.058,0.142,0.14,0.23,0.093,0.159,0.127,0.159,473,67,540,>500
Marijuana legalization,1,0.5178571428571429,0.172,0.184,0.276,0.233,0.243,0.433,0.4,0.311,0.667,151,85,236,200-250
Marijuana legalization,0,0.3035714285714285,0.089,0.089,0.089,0.178,0.148,0.267,0.136,0.136,0.136,25,177,202,200-250
Marijuana legalization,1,0.5892857142857143,0.164,0.131,0.131,0.271,0.229,0.542,0.2,0.2,0.2,101,160,261,250-300
Marijuana legalization,0,0.4464285714285714,0.179,0.09,0.239,0.082,0.194,0.286,0.167,0.167,0.167,115,179,294,250-300
Marijuana legalization,0,0.5,0.147,0.088,0.324,0.103,0.124,0.103,0.192,0.141,0.423,182,140,322,300-400
Marijuana legalization,0,0.4285714285714286,0.167,0.176,0.25,0.158,0.233,0.211,0.167,0.125,0.208,174,125,299,250-300
Marijuana legalization,0,0.25,0.212,0.165,0.4,0.146,0.144,0.244,0.286,0.229,0.429,147,180,327,300-400
Marijuana legalization,0,0.4821428571428571,0.143,0.127,0.333,0.167,0.168,0.125,0.182,0.121,0.4,223,109,332,300-400
Marijuana legalization,1,0.5892857142857143,0.275,0.222,0.588,0.15,0.196,0.05,0.114,0.114,0.229,87,125,212,200-250
Marijuana legalization,1,0.5535714285714286,0.176,0.151,0.252,0.07,0.1,0.07,0.131,0.098,0.098,301,367,668,>500
Marijuana legalization,0,0.4821428571428571,0.301,0.21,0.575,0.098,0.178,0.098,0.237,0.181,0.542,209,90,299,250-300
Marijuana legalization,1,0.625,0.194,0.183,0.387,0.105,0.182,0.246,0.2,0.167,0.4,110,209,319,300-400
Marijuana legalization,0,0.3928571428571428,0.091,0.051,0.212,0.286,0.223,0.629,0.108,0.072,0.216,254,49,303,300-400
Marijuana legalization,1,0.7321428571428572,0.296,0.272,0.487,0.182,0.21,0.091,0.262,0.328,0.59,214,234,448,400-500
Marijuana legalization,1,0.625,0.173,0.14,0.321,0.286,0.237,0.514,0.157,0.118,0.235,85,300,385,300-400
Marijuana legalization,1,0.6071428571428571,0.083,0.09,0.146,0.127,0.127,0.095,0.136,0.091,0.091,131,270,401,400-500
Marijuana legalization,1,0.5178571428571429,0.171,0.142,0.325,0.13,0.169,0.261,0.125,0.083,0.083,133,342,475,400-500
Marijuana legalization,1,0.6071428571428571,0.154,0.231,0.308,0.235,0.245,0.392,0.218,0.218,0.218,116,117,233,200-250
Marijuana legalization,0,0.4821428571428571,0.213,0.135,0.255,0.269,0.284,0.388,0.218,0.194,0.291,228,201,429,400-500
Marijuana legalization,0,0.4642857142857143,0.132,0.132,0.211,0.115,0.156,0.115,0.161,0.14,0.226,169,110,279,250-300
Marijuana legalization,1,0.5535714285714286,0.311,0.207,0.667,0.189,0.17,0.189,0.324,0.252,0.757,70,112,182,100-200
Marijuana legalization,1,0.5178571428571429,0.236,0.185,0.361,1.0,0.704,1.889,0.286,0.222,0.476,361,257,618,>500
Marijuana legalization,1,0.5535714285714286,0.2,0.144,0.446,0.207,0.194,0.31,0.185,0.16,0.407,392,200,592,>500
Marijuana legalization,1,0.7142857142857143,0.252,0.198,0.37,0.178,0.191,0.267,0.171,0.133,0.286,291,300,591,>500
Marijuana legalization,1,0.6785714285714286,0.355,0.247,0.677,0.103,0.103,0.103,0.41,0.273,0.821,105,185,290,250-300
Marijuana legalization,1,0.578125,0.213,0.142,0.4,0.276,0.284,0.379,0.167,0.125,0.25,420,244,664,>500
Marijuana legalization,1,0.5892857142857143,0.177,0.13,0.212,0.161,0.157,0.29,0.105,0.14,0.14,301,230,531,>500
Marijuana legalization,1,0.5357142857142857,0.165,0.171,0.275,0.279,0.311,0.419,0.115,0.115,0.115,228,268,496,400-500
Marijuana legalization,1,0.625,0.222,0.163,0.378,0.093,0.135,0.093,0.27,0.198,0.595,141,156,297,250-300
Marijuana legalization,0,0.4285714285714286,0.098,0.077,0.131,0.286,0.297,0.413,0.185,0.136,0.333,201,80,281,250-300
Marijuana legalization,1,0.6071428571428571,0.188,0.199,0.325,0.129,0.121,0.161,0.218,0.158,0.255,324,287,611,>500
Marijuana legalization,1,0.625,0.479,0.34,0.917,0.087,0.131,0.087,0.276,0.184,0.552,225,156,381,300-400
Marijuana legalization,1,0.6964285714285714,0.188,0.146,0.312,0.182,0.166,0.364,0.143,0.119,0.214,418,118,536,>500
Marijuana legalization,0,0.375,0.076,0.083,0.114,0.095,0.173,0.143,0.085,0.085,0.128,221,170,391,300-400
Marijuana legalization,1,0.6607142857142857,0.211,0.152,0.491,0.162,0.168,0.162,0.176,0.098,0.529,141,95,236,200-250
Marijuana legalization,1,0.5535714285714286,0.121,0.121,0.138,0.178,0.222,0.178,0.148,0.148,0.185,287,211,498,400-500
Marijuana legalization,1,0.5357142857142857,0.103,0.12,0.188,0.28,0.24,0.44,0.115,0.115,0.077,390,143,533,>500
Marijuana legalization,1,0.6964285714285714,0.207,0.167,0.293,0.172,0.222,0.276,0.222,0.193,0.311,249,257,506,>500
Marijuana legalization,1,0.6607142857142857,0.294,0.206,0.529,0.235,0.232,0.314,0.29,0.226,0.548,143,90,233,200-250
Marijuana legalization,0,0.4642857142857143,0.197,0.142,0.419,0.114,0.188,0.171,0.216,0.171,0.459,250,141,391,300-400
Marijuana legalization,0,0.4642857142857143,0.114,0.081,0.146,0.204,0.182,0.367,0.192,0.167,0.231,166,347,513,>500
Marijuana legalization,1,0.6071428571428571,0.198,0.139,0.396,0.192,0.201,0.269,0.308,0.231,0.538,93,243,336,300-400
Marijuana legalization,1,0.6607142857142857,0.184,0.123,0.316,0.267,0.218,0.444,0.205,0.171,0.41,254,110,364,300-400
Marijuana legalization,1,0.625,0.335,0.234,0.664,0.17,0.242,0.255,0.37,0.247,0.741,362,221,583,>500
Marijuana legalization,1,0.5535714285714286,0.103,0.123,0.162,0.169,0.199,0.237,0.182,0.182,0.121,99,124,223,200-250
Marijuana legalization,1,0.6607142857142857,0.211,0.175,0.316,0.125,0.155,0.167,0.12,0.12,0.24,230,166,396,300-400
Marijuana legalization,1,0.625,0.415,0.262,0.877,0.157,0.19,0.235,0.098,0.098,0.146,85,175,260,250-300
Marijuana legalization,1,0.5357142857142857,0.205,0.182,0.386,0.188,0.163,0.25,0.129,0.194,0.129,195,93,288,250-300
Marijuana legalization,1,0.5535714285714286,0.25,0.173,0.5,0.136,0.173,0.136,0.074,0.074,0.185,196,244,440,400-500
Marijuana legalization,0,0.5,0.275,0.209,0.588,0.255,0.286,0.218,0.265,0.196,0.559,223,171,394,300-400
Marijuana legalization,0,0.4464285714285714,0.279,0.186,0.558,0.067,0.139,0.133,0.348,0.29,0.522,131,61,192,100-200
Marijuana legalization,0,0.5,0.143,0.138,0.286,0.214,0.233,0.321,0.185,0.164,0.369,448,124,572,>500
Marijuana legalization,0,0.5,0.194,0.183,0.355,0.15,0.137,0.25,0.095,0.095,0.095,67,187,254,250-300
Marijuana legalization,1,0.5535714285714286,0.144,0.117,0.227,0.14,0.129,0.186,0.048,0.063,0.238,163,237,400,300-400
Marijuana legalization,0,0.4821428571428571,0.177,0.112,0.301,0.156,0.164,0.219,0.207,0.138,0.414,314,117,431,400-500
Marijuana legalization,1,0.6071428571428571,0.302,0.225,0.581,0.212,0.193,0.303,0.289,0.217,0.578,128,89,217,200-250
Marijuana legalization,1,0.7142857142857143,0.268,0.179,0.537,0.254,0.276,0.381,0.151,0.126,0.226,165,124,289,250-300
Marijuana legalization,0,0.5,0.158,0.14,0.237,0.291,0.246,0.509,0.094,0.094,0.062,87,147,234,200-250
Marijuana legalization,1,0.625,0.208,0.181,0.458,0.114,0.093,0.171,0.27,0.198,0.486,125,55,180,100-200
Marijuana legalization,0,0.4821428571428571,0.089,0.059,0.178,0.231,0.235,0.308,0.089,0.059,0.178,108,53,161,100-200
Marijuana legalization,0,0.328125,0.073,0.073,0.073,0.2,0.219,0.333,0.098,0.098,0.146,64,185,249,200-250
Marijuana legalization,0,0.5,0.2,0.167,0.3,0.103,0.138,0.103,0.083,0.083,0.167,156,166,322,300-400
Marijuana legalization,1,0.5357142857142857,0.133,0.156,0.15,0.154,0.177,0.154,0.127,0.127,0.127,174,266,440,400-500
Marijuana legalization,0,0.4821428571428571,0.216,0.157,0.333,0.222,0.233,0.413,0.25,0.208,0.406,110,281,391,300-400
Marijuana legalization,1,0.5892857142857143,0.098,0.082,0.295,0.154,0.164,0.231,0.102,0.113,0.203,334,142,476,400-500
Marijuana legalization,1,0.625,0.31,0.259,0.5,0.182,0.21,0.303,0.277,0.205,0.369,254,209,463,400-500
Marijuana legalization,0,0.4107142857142857,0.227,0.18,0.355,0.156,0.192,0.219,0.146,0.098,0.293,367,179,546,>500
Marijuana legalization,1,0.625,0.196,0.15,0.392,0.061,0.169,0.121,0.114,0.114,0.114,156,254,410,400-500
Marijuana legalization,0,0.5,0.23,0.184,0.391,0.157,0.185,0.118,0.254,0.19,0.444,192,155,347,300-400
Marijuana legalization,1,0.5714285714285714,0.233,0.196,0.467,0.232,0.268,0.377,0.212,0.133,0.376,141,173,314,300-400
Marijuana legalization,0,0.5,0.233,0.155,0.465,0.2,0.192,0.28,0.105,0.105,0.105,103,208,311,300-400
Marijuana legalization,0,0.4285714285714286,0.154,0.068,0.205,0.188,0.194,0.188,0.062,0.062,0.062,39,144,183,100-200
Marijuana legalization,1,0.6428571428571428,0.308,0.231,0.615,0.128,0.158,0.213,0.091,0.091,0.091,208,142,350,300-400
Marijuana legalization,1,0.6071428571428571,0.157,0.142,0.27,0.16,0.162,0.24,0.316,0.246,0.526,301,128,429,400-500
Marijuana legalization,0,0.4821428571428571,0.168,0.168,0.274,0.194,0.22,0.29,0.17,0.142,0.255,222,204,426,400-500
Marijuana legalization,1,0.5892857142857143,0.194,0.176,0.417,0.364,0.289,0.655,0.273,0.152,0.394,473,219,692,>500
Marijuana legalization,1,0.6071428571428571,0.26,0.208,0.558,0.303,0.285,0.424,0.176,0.176,0.294,271,73,344,300-400
Marijuana legalization,1,0.5714285714285714,0.2,0.148,0.311,0.255,0.221,0.255,0.151,0.126,0.189,208,124,332,300-400
Marijuana legalization,0,0.5,0.129,0.129,0.194,0.207,0.134,0.345,0.182,0.141,0.303,64,195,259,250-300
Marijuana legalization,1,0.5178571428571429,0.234,0.174,0.45,0.154,0.181,0.154,0.133,0.111,0.2,268,196,464,400-500
Marijuana legalization,1,0.5535714285714286,0.207,0.161,0.345,0.138,0.185,0.103,0.14,0.14,0.233,112,105,217,200-250
Marijuana legalization,0,0.4821428571428571,0.262,0.193,0.467,0.179,0.25,0.107,0.213,0.156,0.34,244,196,440,400-500
Marijuana legalization,0,0.5,0.231,0.171,0.359,0.213,0.192,0.298,0.167,0.13,0.278,208,133,341,300-400
Marijuana legalization,1,0.6071428571428571,0.269,0.209,0.448,0.11,0.198,0.164,0.115,0.115,0.115,184,134,318,300-400
Marijuana legalization,0,0.3928571428571428,0.128,0.077,0.282,0.255,0.272,0.509,0.086,0.067,0.114,147,77,224,200-250
Marijuana legalization,0,0.5,0.101,0.101,0.05,0.241,0.271,0.31,0.09,0.09,0.09,147,247,394,300-400
Marijuana legalization,0,0.3928571428571428,0.25,0.188,0.313,0.382,0.337,0.559,0.194,0.215,0.387,53,66,119,100-200
Marijuana legalization,0,0.4464285714285714,0.163,0.093,0.302,0.321,0.328,0.536,0.178,0.193,0.311,77,257,334,300-400
Marijuana legalization,0,0.4821428571428571,0.143,0.107,0.25,0.148,0.132,0.148,0.051,0.051,0.051,390,133,523,>500
Marijuana legalization,0,0.4642857142857143,0.165,0.135,0.33,0.258,0.212,0.323,0.214,0.167,0.357,128,347,475,400-500
Marijuana legalization,0,0.3928571428571428,0.157,0.137,0.294,0.195,0.21,0.146,0.074,0.086,0.148,221,142,363,300-400
Marijuana legalization,1,0.75,0.171,0.133,0.4,0.136,0.169,0.273,0.194,0.151,0.452,94,49,143,100-200
Marijuana legalization,1,0.625,0.339,0.226,0.678,0.32,0.31,0.6,0.298,0.184,0.638,113,90,203,200-250
Marijuana legalization,1,0.7142857142857143,0.193,0.129,0.404,0.214,0.24,0.25,0.157,0.17,0.392,365,157,522,>500
Marijuana legalization,1,0.6785714285714286,0.242,0.152,0.364,0.172,0.175,0.241,0.273,0.197,0.364,135,145,280,250-300
Marijuana legalization,1,0.6607142857142857,0.26,0.208,0.442,0.759,0.558,1.379,0.115,0.115,0.115,334,257,591,>500
Marijuana legalization,0,0.3928571428571428,0.303,0.222,0.545,0.178,0.133,0.222,0.37,0.272,0.667,94,40,134,100-200
Marijuana legalization,1,0.5714285714285714,0.333,0.199,0.684,0.157,0.219,0.196,0.321,0.247,0.642,220,147,367,300-400
Marijuana legalization,1,0.5178571428571429,0.149,0.11,0.28,0.267,0.248,0.356,0.122,0.146,0.218,174,247,421,400-500
Marijuana legalization,1,0.5833333333333334,0.15,0.158,0.3,0.127,0.172,0.159,0.227,0.197,0.364,121,237,358,300-400
Marijuana legalization,1,0.5892857142857143,0.286,0.197,0.531,0.232,0.249,0.29,0.344,0.229,0.594,324,201,525,>500
Marijuana legalization,1,0.625,0.114,0.105,0.286,0.185,0.236,0.333,0.2,0.133,0.4,225,110,335,300-400
Marijuana legalization,0,0.4642857142857143,0.219,0.156,0.39,0.145,0.178,0.255,0.059,0.059,0.059,309,153,462,400-500
Marijuana legalization,0,0.4464285714285714,0.147,0.103,0.294,0.264,0.309,0.453,0.16,0.133,0.347,361,147,508,>500
Marijuana legalization,1,0.5357142857142857,0.197,0.131,0.393,0.077,0.112,0.038,0.214,0.167,0.357,97,145,242,200-250
Marijuana legalization,1,0.5892857142857143,0.214,0.167,0.5,0.154,0.178,0.154,0.1,0.1,0.1,110,39,149,100-200
Marijuana legalization,1,0.5714285714285714,0.12,0.12,0.193,0.095,0.128,0.095,0.182,0.197,0.273,100,273,373,300-400
Marijuana legalization,1,0.5892857142857143,0.217,0.172,0.283,0.276,0.236,0.414,0.17,0.142,0.298,309,208,517,>500
Marijuana legalization,1,0.6071428571428571,0.25,0.198,0.406,0.095,0.143,0.095,0.131,0.142,0.197,138,142,280,250-300
Marijuana legalization,0,0.4642857142857143,0.25,0.192,0.5,0.16,0.195,0.24,0.078,0.157,0.235,116,237,353,300-400
Marijuana legalization,1,0.6785714285714286,0.231,0.231,0.487,0.276,0.231,0.483,0.214,0.143,0.429,169,146,315,300-400
Marijuana legalization,0,0.5,0.2,0.119,0.356,0.214,0.207,0.143,0.207,0.149,0.276,244,90,334,300-400
Marijuana legalization,1,0.5535714285714286,0.22,0.16,0.38,0.174,0.201,0.174,0.28,0.267,0.4,113,291,404,400-500
Marijuana legalization,0,0.4464285714285714,0.083,0.083,0.167,0.113,0.129,0.075,0.133,0.133,0.267,39,158,197,100-200
Marijuana legalization,1,0.6785714285714286,0.152,0.111,0.333,0.286,0.238,0.393,0.2,0.156,0.422,192,77,269,250-300
Marijuana legalization,1,0.6785714285714286,0.213,0.196,0.373,0.114,0.171,0.171,0.204,0.15,0.367,178,184,362,300-400
Marijuana legalization,1,0.6964285714285714,0.226,0.176,0.377,0.095,0.121,0.048,0.216,0.18,0.324,126,109,235,200-250
Marijuana legalization,0,0.4464285714285714,0.262,0.197,0.525,0.192,0.179,0.301,0.227,0.167,0.5,184,103,287,250-300
Marijuana legalization,0,0.4464285714285714,0.318,0.227,0.591,0.197,0.184,0.328,0.318,0.227,0.591,136,60,196,100-200
Marijuana legalization,1,0.7142857142857143,0.215,0.139,0.443,0.194,0.191,0.323,0.194,0.157,0.417,114,141,255,250-300
Marijuana legalization,1,0.6607142857142857,0.156,0.113,0.234,0.118,0.132,0.118,0.039,0.052,0.157,112,196,308,300-400
Marijuana legalization,1,0.71875,0.195,0.081,0.39,0.151,0.238,0.151,0.276,0.184,0.552,49,105,154,100-200
Marijuana legalization,1,0.6964285714285714,0.273,0.197,0.545,0.209,0.198,0.328,0.093,0.109,0.233,145,165,310,300-400
Marijuana legalization,1,0.7142857142857143,0.257,0.219,0.457,0.213,0.219,0.383,0.214,0.167,0.357,166,129,295,250-300
Marijuana legalization,1,0.6607142857142857,0.15,0.15,0.266,0.207,0.175,0.345,0.2,0.147,0.36,418,383,801,>500
Marijuana legalization,1,0.5892857142857143,0.333,0.231,0.615,0.364,0.28,0.636,0.357,0.262,0.643,136,167,303,300-400
Marijuana legalization,1,0.6785714285714286,0.462,0.318,0.892,0.2,0.184,0.28,0.52,0.36,1.0,75,180,255,250-300
Marijuana legalization,0,0.5,0.247,0.217,0.449,0.182,0.215,0.273,0.113,0.113,0.189,208,165,373,300-400
Marijuana legalization,1,0.625,0.267,0.189,0.433,0.186,0.223,0.279,0.259,0.21,0.37,135,113,248,200-250
Marijuana legalization,0,0.4464285714285714,0.098,0.098,0.066,0.107,0.097,0.179,0.167,0.167,0.167,222,64,286,250-300
Marijuana legalization,1,0.6071428571428571,0.305,0.271,0.576,0.176,0.177,0.235,0.229,0.152,0.457,80,161,241,200-250
Marijuana legalization,1,0.5357142857142857,0.333,0.205,0.564,0.254,0.263,0.317,0.328,0.259,0.657,188,140,328,300-400
Marijuana legalization,0,0.4642857142857143,0.098,0.098,0.195,0.098,0.075,0.098,0.154,0.154,0.154,39,132,171,100-200
Marijuana legalization,1,0.7321428571428572,0.196,0.167,0.348,0.789,0.56,1.526,0.324,0.288,0.432,166,175,341,300-400
Marijuana legalization,1,0.6607142857142857,0.27,0.261,0.459,0.105,0.165,0.14,0.299,0.209,0.448,146,171,317,300-400
Marijuana legalization,1,0.7321428571428572,0.275,0.196,0.588,0.111,0.144,0.111,0.114,0.114,0.229,87,131,218,200-250
Marijuana legalization,1,0.5714285714285714,0.216,0.162,0.378,0.136,0.136,0.091,0.211,0.164,0.386,116,188,304,300-400
Marijuana legalization,1,0.6785714285714286,0.308,0.231,0.646,0.143,0.187,0.095,0.459,0.328,0.852,220,270,490,400-500
Marijuana legalization,0,0.4464285714285714,0.132,0.101,0.189,0.138,0.165,0.103,0.133,0.178,0.267,317,240,557,>500
Marijuana legalization,1,0.5714285714285714,0.182,0.106,0.273,0.218,0.199,0.4,0.176,0.137,0.294,87,78,165,100-200
Marijuana legalization,0,0.4642857142857143,0.219,0.128,0.329,0.318,0.24,0.591,0.167,0.111,0.167,85,237,322,300-400
Marijuana legalization,0,0.3571428571428571,0.163,0.147,0.302,0.258,0.209,0.452,0.103,0.103,0.256,309,80,389,300-400
Marijuana legalization,1,0.5892857142857143,0.172,0.184,0.207,0.235,0.251,0.235,0.195,0.163,0.293,112,94,206,200-250
Marijuana legalization,1,0.625,0.17,0.138,0.34,0.28,0.207,0.52,0.353,0.314,0.471,314,125,439,400-500
Marijuana legalization,1,0.6428571428571428,0.099,0.086,0.198,0.162,0.227,0.162,0.122,0.122,0.122,243,142,385,300-400
Marijuana legalization,1,0.6428571428571428,0.206,0.142,0.441,0.203,0.217,0.305,0.035,0.07,0.105,141,420,561,>500
Marijuana legalization,0,0.3214285714285714,0.107,0.116,0.187,0.186,0.227,0.14,0.094,0.063,0.031,117,170,287,250-300
Marijuana legalization,0,0.5,0.093,0.116,0.163,0.056,0.078,0.056,0.138,0.115,0.207,94,247,341,300-400
Marijuana legalization,1,0.5357142857142857,0.14,0.113,0.28,0.222,0.233,0.356,0.187,0.146,0.312,355,136,491,400-500
Marijuana legalization,0,0.4285714285714286,0.308,0.215,0.492,0.113,0.18,0.113,0.245,0.218,0.327,156,95,251,250-300
Marijuana legalization,0,0.4107142857142857,0.167,0.13,0.333,0.211,0.239,0.281,0.194,0.215,0.387,208,87,295,250-300
Marijuana legalization,1,0.5535714285714286,0.144,0.096,0.252,0.182,0.218,0.364,0.203,0.135,0.435,244,212,456,400-500
Marijuana legalization,1,0.5892857142857143,0.188,0.173,0.306,0.205,0.13,0.308,0.167,0.111,0.233,184,188,372,300-400
Marijuana legalization,0,0.375,0.205,0.171,0.308,0.25,0.184,0.417,0.162,0.144,0.243,174,244,418,400-500
Marijuana legalization,0,0.4642857142857143,0.16,0.128,0.333,0.129,0.156,0.258,0.25,0.241,0.528,49,234,283,250-300
Marijuana legalization,0,0.5,0.229,0.152,0.457,0.049,0.077,0.049,0.4,0.267,0.8,80,77,157,100-200
Marijuana legalization,1,0.625,0.611,0.426,1.167,0.261,0.224,0.435,0.647,0.451,1.235,74,70,144,100-200
Marijuana legalization,1,0.7321428571428572,0.328,0.213,0.621,0.115,0.179,0.115,0.5,0.333,1.0,169,221,390,300-400
Marijuana legalization,0,0.4107142857142857,0.254,0.216,0.366,0.186,0.157,0.14,0.154,0.154,0.231,112,188,300,250-300
Marijuana legalization,1,0.6428571428571428,0.26,0.208,0.494,0.3,0.279,0.4,0.353,0.275,0.529,196,161,357,300-400
Marijuana legalization,0,0.3958333333333333,0.139,0.12,0.222,0.108,0.132,0.108,0.136,0.113,0.169,148,141,289,250-300
Marijuana legalization,0,0.46875,0.438,0.333,0.813,0.212,0.215,0.333,0.452,0.323,0.839,66,60,126,100-200
Marijuana legalization,1,0.5714285714285714,0.632,0.421,1.263,0.182,0.182,0.255,0.435,0.319,0.783,70,166,236,200-250
Marijuana legalization,1,0.5357142857142857,0.215,0.186,0.301,0.163,0.177,0.163,0.242,0.202,0.364,141,213,354,300-400
Marijuana legalization,1,0.625,0.171,0.133,0.305,0.194,0.229,0.258,0.185,0.16,0.333,266,201,467,400-500
Marijuana legalization,1,0.7142857142857143,0.23,0.153,0.425,0.214,0.285,0.179,0.127,0.085,0.254,317,147,464,400-500
Marijuana legalization,1,0.5357142857142857,0.214,0.183,0.286,0.103,0.152,0.172,0.148,0.099,0.296,156,111,267,250-300
Marijuana legalization,1,0.5892857142857143,0.182,0.158,0.255,0.161,0.191,0.226,0.217,0.188,0.304,110,141,251,250-300
Marijuana legalization,0,0.5,0.2,0.123,0.308,0.175,0.204,0.175,0.238,0.23,0.381,237,314,551,>500
Marijuana legalization,0,0.3214285714285714,0.102,0.113,0.271,0.17,0.168,0.17,0.222,0.185,0.444,59,204,263,250-300
Marijuana legalization,1,0.5357142857142857,0.148,0.14,0.272,0.227,0.178,0.409,0.128,0.142,0.255,161,151,312,300-400
Marijuana legalization,0,0.4642857142857143,0.22,0.187,0.439,0.063,0.099,0.063,0.189,0.164,0.491,192,138,330,300-400
Marijuana legalization,1,0.6964285714285714,0.306,0.222,0.556,0.108,0.176,0.108,0.2,0.167,0.4,184,142,326,300-400
Marijuana legalization,1,0.6071428571428571,0.218,0.211,0.356,0.159,0.146,0.317,0.211,0.211,0.211,189,287,476,400-500
Marijuana legalization,1,0.5535714285714286,0.121,0.094,0.283,0.182,0.199,0.136,0.09,0.09,0.135,147,165,312,300-400
Marijuana legalization,0,0.4464285714285714,0.236,0.182,0.345,0.105,0.119,0.07,0.154,0.103,0.308,138,241,379,300-400
Marijuana legalization,1,0.5535714285714286,0.162,0.189,0.162,0.256,0.293,0.41,0.125,0.125,0.125,133,165,298,250-300
Marijuana legalization,1,0.5714285714285714,0.674,0.5,1.196,0.154,0.177,0.154,0.536,0.417,0.964,208,174,382,300-400
Marijuana legalization,0,0.4642857142857143,0.279,0.217,0.465,0.133,0.169,0.133,0.286,0.21,0.514,70,147,217,200-250
Marijuana legalization,0,0.5,0.095,0.079,0.119,0.24,0.225,0.4,0.143,0.111,0.286,105,237,342,300-400
Marijuana legalization,0,0.5,0.163,0.132,0.256,0.203,0.273,0.237,0.189,0.138,0.34,224,201,425,400-500
Marijuana legalization,1,0.6071428571428571,0.421,0.281,0.895,0.175,0.23,0.281,0.4,0.267,0.933,205,99,304,300-400
Marijuana legalization,1,0.6964285714285714,0.138,0.146,0.253,0.154,0.11,0.231,0.157,0.131,0.314,209,157,366,300-400
Minimum wage,0,0.3214285714285714,0.158,0.105,0.158,0.222,0.189,0.296,0.069,0.069,0.069,45,81,126,100-200
Minimum wage,0,0.3928571428571428,0.13,0.13,0.13,0.204,0.224,0.286,0.054,0.054,0.054,164,32,196,100-200
Minimum wage,1,0.5357142857142857,0.185,0.148,0.222,0.122,0.148,0.082,0.167,0.208,0.208,131,85,216,200-250
Minimum wage,0,0.4642857142857143,0.111,0.185,0.259,0.148,0.172,0.111,0.235,0.235,0.235,119,87,206,200-250
Minimum wage,1,0.5714285714285714,0.117,0.084,0.155,0.13,0.169,0.261,0.222,0.133,0.222,128,324,452,400-500
Minimum wage,1,0.5535714285714286,0.151,0.126,0.245,0.172,0.142,0.31,0.12,0.12,0.12,141,301,442,400-500
Minimum wage,0,0.5,0.069,0.069,0.069,0.163,0.183,0.245,0.044,0.044,0.044,49,179,228,200-250
Minimum wage,0,0.3571428571428571,0.244,0.244,0.146,0.276,0.236,0.379,0.118,0.118,0.118,65,113,178,100-200
Minimum wage,0,0.5,0.238,0.172,0.257,0.167,0.194,0.125,0.123,0.154,0.154,157,192,349,300-400
Minimum wage,0,0.3392857142857143,0.067,0.067,0.067,0.163,0.155,0.245,0.083,0.083,0.083,65,49,114,100-200
Minimum wage,1,0.5178571428571429,0.225,0.167,0.375,0.226,0.227,0.387,0.125,0.104,0.187,146,131,277,250-300
Minimum wage,0,0.375,0.169,0.181,0.237,0.158,0.241,0.211,0.118,0.059,0.118,83,118,201,200-250
