,sentence_1,sentence_2
1930,pot smokers have better reaction to sugars.,"legalization will open competition and lower prices. drug cartels, which might include terrorists, would lose"
1931,marijuana significantly impairs bodily and mental functions.,"users turn to harder stuff like heroin, LSD."
1932,"if drug use increases with legalization, so will violent crime. assaults, drugged driving and child","the drug trade remains a lucrative source of economic opportunity for street dealers, drug kingpins and all those"
1933,"more adults are smoking pot, but teens aren't following suit.",the decision by Americaâs most reputable paper to take such a stand shows both the overwhelming evidence in support
1934,"the california police chiefs association donated $ 20,000 to the campaign against Prop 64. she",alcohol is not addictive ; it is rarely consumed to the point of intoxication. low-level consumption is
1935,almost $ 4 million in annual tax revenue has gone to college scholarships.,even smoking weed at home will allow the drug to make its way to others.
1936,almost $ 4 million in annual tax revenue has gone to college scholarships.,a person who smokes five joints per week may be taking in as many cancer-causing chemicals as someone who cigarettes
1937,generates tax revenue.,""" Students suck on lollipops between classes, go into class stoned. teachers are increasingly help"
1938,â smoking three or four marijuana joints is as bad for your lungs as smoking twenty tobacco cigarettes.,"research shows that it disrupts the brain areas that regulate posture, coordination."
1939,long-term marijuana consumption â impairs the ability of T-cells in the lungs.,cannabis has no known lethal dose.
1940,marijuana dependence is also responsible for a large proportion of calls to drug abuse help lines.,the state's experiment with legalization in the 1970s led to the teen use of marijuana at more than twice
1941,"rare for a plant, it contains all essential amino acids.",as many as a tenth of users have developed dependence.
1942,"increased economic activity, jobs and tax revenue worth the cost?",opposition groups have explained this result as due to the fact that marijuana users are forced to purchase from illegal drug dealers.
1943,marijuana is addictive.,bad health and bad choices can have bad consequences for everyone else. from stoned driving to psychotic neighbors to the
1944,people who have committed or are likely to commit more serious crimes can be taken off the streets.,â We.ve got more crime...
1945,philosopher John Stuart Mill urged that the state had no right to intervene to prevent individuals from doing something that h,"marijuana withdrawal syndrome is a form of anxiety, depression, sleep and appetite disturbances, irritability,"
1946,CBD may reverse cognitive impairments of Alzheimer âs disease.,"""this would undermine a lesson that our schools, social service programs and parents teach our children"""
1947,Colorado study found increase in youths being treated for marijuana exposure.,a taxed and regulated system would return 'at least $ 100 million in new revenues to taxpayers
1948,"18 percent of fatally injured drivers tested positive for at least one illicit, prescription. or over the counter drug","if someone in the drug trade screws you over, there's no police to call or lawyers to litigate"
1949,"hopeful political candidate can roll a joint to seem like the "" people's choice "" doesn't",the state amended the Clean Air Act to include marijuana.
1950,27 % of supporters say legalization would lead to improved regulation of marijuana.,"could be savings from reduced expenditures on arrests, prosecutions and punishment."
1951,statewide traffic fatalities continue to decline.,link between marijuana use and mental illnesses.
1952,MDMA ( Ecstasy ) has been used for cognitive enhancement in people with Parkinson's disease,""" What kind of message does this send to our children? """
1953,brain damage has been shown to cause memory loss and difficulty in problem solving.,politicians blame drug users for being a major source of financing terrorists. no clear evidence of this link has been
1954,legalization has a negative effect on kids.,'gateway' theory argued in support of the theory during last week's house panel.
1955,lack of legality in the U.S. and other countries has squashed the growth and development of these products,the drug trade remains a lucrative source of economic opportunity for street dealers.
1956,marijuana is not as addictive as some may think.,"third, it has no known general healthful properties. though it may have palliative effects -"
1957,it does not have any sort of negative implications on their health.,the state's experiment with legalization in the 1970s led to the teen use of marijuana at more than twice
1958,"marijuana use is generally thought of as a "" victimless crime "" in that only the user is being harmed",the best option is to commit itself seriously to the federal approach.
1959,biggest marijuana myth is that it âs not addictive.,burgeoning generation fighting passionately to create legislation.
1960,Taylor noted that predictions that legalization would kill the black market were false.,'the more the barriers there are ( cops or the hassle or fear of dying from an overdose )
1961,legalizing marijuana would serve little purpose other than to worsen the state's drug problems.,it's even more toxic than cigarette smoke.
1962,Citizens Against Legalizing Marijuana ( CALM ) takes the position that Federal laws against the use,recreational marijuana benefits outweigh drawbacks.
1963,legalization of marijuana would increase demand for the drug. it would almost certainly exacerbate drug-related crime and cause,legal drugs are the cause of more than half a million deaths every year.
1964,""" Vote No on Four"" is a joint effort between the governor and the attorney general.",aerial spraying of herbicides such as glyphosate has negative effects on environmental and human health.
1965,legalization of marijuana could increase societal and financial costs for the treatment of those introduced to heavier drugs by smoking it,more widespread use would increase the dangers of secondhand smoke-damage.
1966,"Marijuana Should Be Legal Everywhere, Says a study.","only heroin, cocaine. a barbiturates and street methadone were shown to be more harmful"
1967,"legalization is prudent, humane policy. and it is past time for the federal government to act -",he said any new tax revenue from marijuana would be offset by higher public health costs.
1968,"many patients are unable to access morphine, methadone or an equivalent opioid.",the dangers of marijuana to public health and safety are well documented.
1969,marijuana has been shown to have a residual effect on cognitive ability that persists beyond the period of intoxication,lapse in judgment due to smoking weed can cause other crimes.
1970,"patchwork of laws, differing from one locality to another. will be yet another unintended and",policies aimed at legalizing marijuana will result in a myriad of unintended but predictable consequences. increased
1971,the dangers of secondhand cigarette smoke are well-publicized.,study shows blood vessels in the brain of a marijuana smoker experience restricted flow. can continue even after month of ab
1972,38 % of adults would support a scheme whereby it is not criminal offence to possess and use drugs privately,alcohol and cigarette taxes have a well-established relationship.
1973,"only heroin, cocaine and street methadone were found to be more harmful than the legal drug alcohol. when","'proposition 19 is going to add to employers â burdens,' says employment lawyer. it"
1974,legalization has not so far brought about an upward spiral of marijuana use.,marijuana use and cocaine use are strongly correlated.
1975,opponents argue passage of ballot would increase crime and worsen peoples'health. legalization is a danger,black-market dealers would rationally choose to remain in the black market to avoid taxation and regulation.
1976,"marijuana legalization will increase crime, drug use and social dislocation across the state of California.","crypt0 says Marijuana isn't bad compared to many other "" LEGAL """
1977,"the california police chiefs association donated $ 20,000 to the campaign against Prop 64. she",smoking marijuana is no more dangerous than drinking alcohol. prohibiting the use of marijuana therefore is not more justified than prohibition
1978,marijuana legalization could lead to increased addiction and use of harder drugs.,legalization would translate into higher tax revenues generated by the sale of newly-legalized products.
1979,"this is not a drug to get high on, it's sooooo much more than that!",Proposition 64 does not dictate an explicit level of THC that would indicate impairment â something that is comparable to
1980,drunk driving is a major problem in society. â driving high' is more difficult to detect unless,legalization of marijuana has negative health effects and negative effects on families.
1981,gov Should re-concern to legalize.,marijuana policy project director says ending prohibition would boost law enforcement efforts.
1982,"patchwork of laws, differing from one locality to another. will be yet another unintended and",long-term cannabis use leads to long term and probably permanent decline in mental abilities.
1983,decriminalization of weed would allow more people to use the drug for its believed health benefits.,alcohol is not addictive ; it is rarely consumed to the point of intoxication. low-level consumption is
1984,cannabis has legitimate medical effects.,marijuana is legal in the u.s. but the more available it becomes.
1985,"decriminalization would remove "" glamorous Al Capone-type traffickers who are role-models for the young",legalization solves all these issues and puts organized crime out of the cannabis business.
1986,PTSD can be a blessing for someone suffering nightmares.,"illegal market without standards, regulations or price controls poses a menace to public health."
1987,dose.,legalized pot will reduce the value of growers' cash crop â placing the region's economy at risk
1988,"legalizing marijuana would serve little purpose other than to worsen the state's drug problems â addiction,",marijuana production and use is a federal crime.
1989,the RAND Corporation projects a 50 percent increase in marijuana-related traffic fatalities.,marijuana significantly impairs bodily and mental functions.
1990,practice leads to increased deforestation which contributes to a greater influx of greenhouse gases into the atmosphere,"marijuana sales in mass need to be regulated and taxed and licensed. ""the best way to do that"
1991,marijuana is estimated to have levels of carcinogens almost double that from tobacco smoke.,"THC ( tetrahydrocannabinol, the main active chemical in marijuana )"
1992,marijuana use among young drivers is at risk.,in Legalizing Drugs Would Increase Drug Use.
1993,"it also helps relieve stress, anxiety and depression.",legalization will mean that marijuana businesses can promote their products.
1994,legalizing recreational weed will cut off a revenue stream for illegal drug traders.,marijuana legalized for recreational use in the state of Colorado.
1995,62 percent of all marijuana treatment cases are already individuals under 21.,"the health and good benefits includes, treating Alzheimer âs."
1996,"if Proposition 19 passes, there will be no positive result.","'i'm not an addict, but I've had it in my family,' Mowre"
1997,it can help treat Glaucoma by lowering the intraocular pressure.,cannabis sales in the united states are estimated at 150 BILLION dollars.
1998,""" It's a Disaster because it protects stoned drivers.","in 2000, there were 15,852 drug-induced deaths. only slightly less than the 18,539 alcohol-"
1999,"there are more than 1,300 jobs in the industry.",cannabis acts as a component cause of psychosis.
2000,marijuana dependence is also responsible for a large proportion of calls to drug abuse help lines and treatment centers,marijuana is addictive and significantly impairs bodily and mental functions.
2001,legalized marijuana is linked to a reduction in prescription drug use and opioid-related deaths.,it has also been proven many times over and over again as well as being used by doctors to help patients fighting cancer
2002,increased use would also send health care costs skyrocketing.,marijuana is controlled in Massachusetts through the type of taxed and regulated system that is working well in Colorado and other
2003,Drug Free Australia argues that illicit drugs are inherently harmful substances is attested by the very nomenclature of,"research shows that it disrupts the brain areas that regulate posture, coordination."
2004,"this is not a drug to get high on, it's sooooo much more than that!",further liberalizing the law will only make matters worse.
2005,public places such as bars expose innocent patrons.,illicit drug addictions serve to keep many such users functionally in poverty.
2006,legalization of marijuana could increase societal and financial costs for the treatment of those introduced to heavier drugs by smoking it,legalization eliminates arrests for drug trafficking in addition to arrest for simple possession.
2007,"little Uruguay will soon be joined by big, G7-member Canada in the legal-weed club.",there is no field sobriety test like there are with alcohol.
2008,alcohol was legalized when it was.,the RAND Corporation projects a 50 percent increase in marijuana-related traffic fatalities.
2009,"marijuana legalization will increase crime, drug use, and social dislocation across the state of California.",policies aimed at legalizing marijuana will result in a myriad of unintended but predictable consequences. increased
2010,PTSD can be a blessing for someone suffering nightmares.,Citizens Against Legalizing Marijuana ( CALM ) is an all-volunteer Political
2011,dose.,â They're not coming for any other reason than to grow marijuana to take out of state
2012,"a key Colorado legalization advocate said eliminating 'legal, regulated market' is logically unsound",cannabis appears to induce dependency in a minority of users. the decision whether to light up is not 'a
2013,"Marijuana relieves stress, anxiety and depression.",animal studies have shown that it kills certain cancer cells.
2014,legalization would increase the chances of the drug falling into the hands of kids.,the RAND Corporation projects a 50 percent increase in marijuana-related traffic fatalities under the. RCTCA
2015,brain damage has been shown to cause memory loss and difficulty in problem solving.,the Netherlands has become a criminal epicentre for illicit synthetic drug manufacture. the home for production and worldwide export of
2016,"children born to mothers who smoke pot are subject to all sorts of additional health risks. low birth weight, worse",9 % of marijuana users end up becoming addicted to the drug.
2017,recreational marijuana use can have both immediate and long-term effects.,marijuana consumption may also cause â psychotic symptoms.
2018,â We.ve got more crime - we're getting more crimes',persons using marijuana erroneously believe that the drug is helping them combat these symptoms without realizing that marijuana is
2019,the most notable of them all is the treatment of patients undergoing chemotherapy.,editorial further explains that cannabis has never been directly linked to any serious disease.
2020,alcohol and cigarettes are banned from being sold to children.,cannabinoids promote the re-emergence of apoptosis so that tumors will stop
2021,legalize marijuana for adults. more children will use marijuana because the message that it's dangerous will be blunt,claims that marijuana is a gateway to more dangerous drugs are as fanciful as the â Reefer
2022,"prior to Adelson's contribution, campaign finance records show the vast majority of funding in opposition to legalization",marijuana is addictive and significantly impairs bodily and mental functions.
2023,"underground sellers may adhere to a ""code or honor"" and not sell to minors. when they do sell",net effect can be a depression of prices for all crops. this can make the farmer's livelihood more pre
2024,27 % of supporters say legalization would lead to improved regulation of marijuana and increased taxes.,the RAND Corporation projects a 50 percent increase in marijuana-related traffic fatalities under the. RCTCA
2025,marijuana use plays a role in the mental health picture.,marijuana is addictive and significantly impairs bodily and mental functions.
2026,"local governments, law enforcement officials. officials and the judicial system will continue to work together to create communities that",health risks of MDMA ( Ecstasy ) have been exaggerated. the risks from cannabis
2027,taxing marijuana sales would generate some tax revenue. but the cost of handling the influx of problems resulting from,he said any new tax revenue from marijuana would be offset by higher public health costs.
2028,legalizing marijuana will dwarf the meager taxes raised.,taxing marijuana sales would generate some tax revenue. but the cost of handling the influx of problems resulting from
2029,the only way California could effectively eliminate the black market for marijuana is to take away the substantial profits in the market.,marijuana laws have huge social costs.
2030,narcotic smugglers and supply agents have grown wealthy out of this evil practice.,"street dealers, drug kingpins and all those willing to engage in the often violent, illicit, black market"
2031,marijuana consumption may also cause â psychotic symptoms.,"the american medical association argues against legalizing marijuana. in its own report arguing against marijuana legalization, the"
2032,alcohol and cigarette taxes have a well-established relationship.,supporters of the initiative estimate that about $ 15-billion worth of marijuana is sold every year in the state.
2033,"legalization is prudent, humane policy. and it is past time for the federal government to act -",marijuana activists are selling us on the idea that intoxicating California with marijuana is somehow going to help our productivity.
2034,"already, California is suffering crime. dislocations and increased drug use under its current regulatory scheme.","illegal market without standards, regulations or price controls poses a menace to public health."
2035,marijuana is legal in the state of california. it is illegal to argue that gangs,harms of increased addictive drug use far outweigh the current crime harm. harm of legalization and cheaper prices
2036,legalization of drugs would yield tax revenues of $ 46.7 billion annually. assuming legal drugs were taxed,Sweden's mandatory rehabilitation program has resulted in the lowest drug use levels in developed world.
2037,opponents of drug legalization cite health and social concerns.,legalization should occur partially for â health. reasons - but opponents say it's 'health
2038,'there's much less oversight and accountability for complying with state regulations',legalization would reduce state and federal deficits by eliminating expenditure on prohibition enforcement.
2039,marijuana prices and cocaine use are directly linked. the science is admittedly mixed as to whether it is the drug itself,study of drug users in Amsterdam concluded cannabis is not a stepping stone to using cocaine or heroin.
2040,"chronic marijuana use is connected with what, in popular culture, has been called slacker behavior. not",the american medical association argues against legalizing marijuana.
2041,"marijuana use is generally thought of as a "" victimless crime "" in that only the user is being harmed",marijuana use can not be considered a truly âvictimless crime '.
2042,savings would result from : the reduction of expenditures of police resources by eliminating drug arrests.,cofounders of the drug free american foundation. group supports drug-testing students and opposes harm-
2043,"local governments, law enforcement officials. officials and the judicial system will continue to work together to create communities that",harm caused by drug prohibition far outweighs the harm it prevents.
2044,marijuana is legal in the state of california and is illegal in other states. it is not,army of paid signature gatherers hit the streets over the past few months. wages supplied through donations of more than $
2045,$ 25.7 billion would accrue to state and local governments.,states spent $ 25.7-billion on drug prohibition in 2008.
2046,harms of increased addictive drug use far outweigh the current crime harm of prohibition.,cannabis prohibition is quite costly. but so are other government initiatives aimed at reducing the cost of cannabis use
2047,"only heroin, cocaine. - barbiturates and street methadone were shown to be more harmful","proposal that addictive drugs should be legalized, regulated and opened to "" free market dynamics "" is immediately belied"
2048,legalization of marijuana alone would save $ 8.7 billion.,states spent $ 25.7-billion on drug prohibition in 2008.
2049,marijuana consumption impairs short-term memory. slows reaction time and impregns motor coordination,"dry mouth, red eyes. psychosis and fatigue are some of the most common ones among the many"
2050,almost $ 4 million in annual tax revenue has gone to college scholarships.,a 10-percent decrease in the price of marijuana would increase the prevalence of cocaine use by 4.4 to 4.9
2051,marijuana legalization may lead to increased addiction to and use of harder drugs.,marijuana use will be legalized in the future.
2052,"proposal that addictive drugs should be legalized, regulated and opened to "" free market dynamics "" is immediately belied",drug cartels currently generate about 60 percent of their revenue by selling marijuana in the u.s. they
2053,the estimate of $ 1.4 billion [ in ] potential revenue for the state is based on a series of,legalization could increase societal and financial costs for treating those introduced to heavier drugs by smoking marijuana.
2054,legalization would produce far more cost savings than mere â decriminalization' which would entail repeal,legalization would reduce state and federal deficits by eliminating expenditure on prohibition enforcement.
2055,legalization could increase societal and financial costs for treating those who are introduced to heavier drugs by smoking marijuana.,any new tax revenue from marijuana would be offset by higher public health costs.
2056,a 2010 study published in the Lancet assessed the combined harms to others and to the user of marijuana as less,study noted that some of the drivers who tested positive may have last used marijuana â several hours or even days prior
2057,use of any of these drugs in adolescence â especially early.'significantly,the Netherlands has become a criminal epicentre for illicit synthetic drug manufacture. the home for production and worldwide export of
2058,research suggests that prescription drug use may be linked to a higher risk of prescribing.,illicit drug use is not increasing. non-medical use of prescription opioids is decreasing and there is improvement in
2059,the only way to eliminate the black market for marijuana is to take away the substantial profits in the market.,tax revenue collected from marijuana sales would substantially outweigh the social costs of legalization.
2060,legalizing drugs would save the government approximately $ 41.3 billion annually on expenditures related to the enforcement of prohibition.,almost $ 4 million in annual tax revenue has gone to college scholarships.
2061,a lack of competition and high street prices are making huge sums.,states can tax users to deter consumption.
2062,harm caused by drug prohibition far outweighs the harm it prevents.,"marijuana is addictive, leads to harder drug use. injures the lungs, immune system, and brain"
2063,drug dealers ( including some terrorists ) would lose most or all of their business.,legalization will open competition and lower prices.
2064,experts say marijuana increases the heart rate and the volume of blood pumped by the hearts. but that poses a,research suggests that prescription drug use may be linked to a higher risk of prescription drugs use.
2065,Almost $ 1 billion of medical and recreational marijuana was sold in Colorado in 2015.,"teens use of marijuana has stayed flat. motor vehicle accidents involving marijuana have not increased, and thousands of"
2066,27 % of supporters say legalization would lead to improved regulation of marijuana and increased taxes.,question 2 opponents say prohibition has helped drug cartels. argue taxing and regulating it would bring in money
2067,marijuana smoke does not get other people high.,marijuana is not considered harmless or OK.
2068,heavy taxation of cigarettes is unable to cover the health and other costs associated with their use. the physical health,states can tax users to deter consumption â though not so much as to make consumers turn first to the un
2069,property values have fallen.,"the idea of eliminating a legal, regulated market is logically unsound."
2070,marijuana is a potent drug that has been studied in the lab.,figures correlate with years since marijuana legalization to show a dramatic decrease in overall highway fatalities. also shows
2071,marijuana use could double in California if legalization passes.,"taxing the drug could raise between $ 5 and $ 22 million annually. in Colorado, for example, analysts"
2072,parents will use it and give bad example to younger kids and teens. parents are likely to become high around their kids,"siblings, roommates. kids and spouses would all face increased exposure in the home."
2073,commerce would move from street dealers to licensed businesses.,states can tax users to deter consumption â though not so much as to make consumers turn first to the un
2074,pot taxes easily topped the money from alcohol taxes.,two years ago the legislature's nonpartisan fiscal office said Connecticut could see $ 25 to $ 55 million in annual revenue
2075,marijuana is legal in the u.s. for recreational purposes. but the other benefits can't be ignored,medical use inevitably leads to recreational use?
2076,the state should use the tax system and public education to promote the least harmful ways of getting high.,another 30 BILLION is lost in potential tax revenue.
2077,legalization would reduce the risks and thus reduce prices.,"memory loss, distorted perception. trouble with thinking and problem solving 'loss of motor skills' increase"
2078,legal pot will have a heaviest impact on poorer neighborhoods. there are concerns about edibles and,use of any of these drugs in adolescence â especially early.'significantly
2079,each year we spend more than $ 200 billion on its social costs. each tax year collects only about $ 25,Licensed sellers in a community sometimes attempt to increase their income by selling to minors. but when the community
2080,Sweden's mandatory rehabilitation program has resulted in the lowest drug use levels in developed world.,cultivators are incentivized to accelerate production cycles in order to obtain the highest yield in the shortest period
2081,drug-related crime costs the UK economy about £ 13bn a year. decriminalisation,"health and mental wellness problems, accidents & damage to our economic productivity will far out strip any tax obtained."
2082,the only way California could effectively eliminate the black market for marijuana is to take away the substantial profits.,Colorado stands to bring in upwards of $ 100 million or possibly even more each year just by taxing this product
2083,health risks of MDMA ( Ecstasy) have been exaggerated. the risks from cannabis use,"marijuana use linked to criminal behavior, unemployment."
2084,states spent $ 25.7-billion on drug prohibition in 2008.,the only way to eliminate the black market for marijuana is to take away the substantial profits in the market.
2085,FDA reaffirms after decades of study that there is no medical benefit provided by the use of smoked marijuana,"MRI scans conducted by researchers in Melbourne, Australia found that prolonged, heavy use of marijuana caused permanent."
2086,study noted that some of the drivers who tested positive may have last used marijuana â several hours or even days prior,postal workers who tested positive for marijuana had 55 % more accidents. they also had 85 percent more injuries and 75
2087,cannabis sales in the united states are estimated at 150 BILLION dollars.,"in 1999, close to 60,000 prisoners ( 3.3 % of the total incarcerated population )"
2088,prohibition has enormous social costs.,they make huge sums of money because of the absence of competition and the monstrous street prices.
2089,legalization of the drug may have societal costs outweigh benefits.,"health and mental wellness problems, accidents and damage to our economic productivity will far out strip any tax."
2090,the use of illicit drugs has been prohibited internationally since 1912. general community has greater right to protect itself from harm,congress has enacted a comprehensive regulatory scheme for restricting access to illicit drugs.
2091,""" soft "" and "" hard "" drugs are entirely artificial, says Drug Free Australia. titling cannabis """,illicit drug addictions serve to keep many such users functionally in poverty.
2092,"children born to mothers who smoke pot are subject to all sorts of additional health risks. low birth weight, worse","marijuana has a terrible impact on the babies of women who smoke including "" birth defects, mental abnormalities and increased"
2093,ECB system could be important modulators of anxiety.,"it also helps relieve stress, anxiety. 'depression'"
2094,legalization of the drug may have societal costs outweigh benefits.,states can tax users to deter consumption â though not so much as to make consumers turn first to the un
2095,legalization would reduce the risks and thus reduce prices.,'the more the barriers there are ( cops or the hassle or fear of dying from an overdose )
2096,army of paid signature gatherers hit the streets over the past few months. wages supplied through donations of more than $,medical and recreational marijuana was sold in Colorado in 2015. more than $ 135 million in taxes and fees were paid
2097,taxing the drug could raise millions of dollars each year.,legalizing recreational weed will cut off a revenue stream for illegal drug traders.
2098,cofounders of the drug free american foundation. group supports drug-testing students and opposes harm-,the harshness of drug laws does not correlate with the number of people taking drugs.
2099,legalization of the drug is likely to have societal costs outweigh benefits.,"legalization is prudent, humane policy. and it is past time for the federal government to act -"
2100,legalization of marijuana would increase demand for the drug. it would almost certainly exacerbate drug-related crime and cause,"the u.n. office of drug and crime has acknowledged the ""unintended negative consequences"" of enforcement"
2101,two years ago the legislature's nonpartisan fiscal office said Connecticut could see $ 25 to $ 55 million in annual revenue,"increase in economic activity, jobs and tax revenue worth it?"
2102,two years ago the legislature's nonpartisan fiscal office said Connecticut could see $ 25 to $ 55 million in annual revenue,any reduction in the cost of drug control ( due to lower law enforcement expenditure ) will be offset by much higher expenditure
2103,increased drug use leads to negative health effects.,drug dealers are empowered to make high wages for it.
2104,"increased economic activity, jobs and tax revenue worth the cost?",legalization would reduce state and federal deficits by eliminating expenditure on prohibition enforcement.
2105,the estimate of $ 1.4 billion [ in ] potential revenue for the state is based on a series of,"legalization is prudent, humane policy. and it is past time for the federal government to act -"
2106,congress has enacted a comprehensive regulatory scheme for restricting access to illicit drugs.,the Netherlands has become a criminal epicentre for illicit synthetic drug manufacture. the home for production and worldwide export of
2107,almost $ 4 million in annual tax revenue has gone to college scholarships.,"health and mental wellness problems, accidents & damage to our economic productivity will far out strip any tax obtained."
2108,"legalizing it would reduce the prices, it 'd be taxed making a lot of money from",it could be a source of additional tax revenues.
2109,"the cost of a tax bill ""will far, far outweigh any tax revenue """,he said any new tax revenue from marijuana would be offset by higher public health costs.
2110,decriminalization or re-legalization would mean certain drugs would be legally available. but regulated by,"legalizing drugs, then regulating and taxing their sale - would not be effective fiscally."
2111,smoking weed can be a high-risk activity for seniors or people with cardiac conditions.,"Marijuana use is associated with memory loss, cancer and other conditions."
2112,drug-related crime costs the UK economy about £ 13bn a year. decriminalisation,legalization would reduce state and federal deficits by eliminating expenditure on prohibition enforcement.
2113,"legalizing it would reduce the prices, it 'd be taxed making a lot of money from",in Legalizing Drugs Would Reduce Crime.
2114,legalization of marijuana would yield tax revenue of $ 2.4 billion annually if it were taxed like all other,two years ago the legislature's nonpartisan fiscal office said Connecticut could see $ 25 to $ 55 million in annual revenue
2115,each year we spend more than $ 200 billion on its social costs. we collect only about $ 25 billion in taxes,any reduction in the cost of drug control ( due to lower law enforcement expenditure ) will be offset by much higher expenditure
2116,evidence on the dangers of people operating motor vehicles after using marijuana.,figures correlate with years since marijuana legalization to show a dramatic decrease in overall highway fatalities.
2117,"only heroin, cocaine. - barbiturates and street methadone were shown to be more harmful",harms of increased addictive drug use far outweigh the current crime harm. harm of legalization and cheaper prices
2118,$ 8.7 billion would come from the legalization of marijuana alone and $ 32.6 billion from other drugs like cocaine and,legalizing marijuana will dwarf the meager taxes raised.
2119,prohibition raises the cost of production by at least 400 percent. legalizing marijuana would cause the price of marijuana to,other states would likely follow suit.
2120,"the california police chiefs association donated $ 20,000 to the campaign against Prop 64. she",two years ago the legislature's nonpartisan fiscal office said Connecticut could see $ 25 to $ 55 million in annual revenue
2121,cannabidiol ( CBD ) is one of the major components of marijuana.,"Marijuana use is associated with memory loss, cancer and other conditions."
2122,legalizing marijuana will dwarf the meager taxes raised.,prohibition has enormous social costs.
2123,"as the amount of users increases, that ratio of addicts is going to get larger.","police report 200 percent increase in robberies. a 52.2 percent rise in burglaries,"
2124,prohibition raises the cost of production by at least 400 percent. legalizing marijuana would cause the price of marijuana to,"in 1999, close to 60,000 prisoners ( 3.3 % of the total incarcerated population )"
2125,"increased use would also send health care costs skyrocketing. costs borne not just by individual users,","health and mental wellness problems, accidents and damage to our economic productivity will far out strip any tax."
2126,Colorado study found increase in youths being treated for marijuana exposure.,figures correlate with years since marijuana legalization to show a dramatic decrease in overall highway fatalities. also shows
2127,legalization of drugs would yield tax revenues of $ 46.7 billion annually. assuming legal drugs were taxed,legalization of weed could generate revenue in the form of new taxes applied to its sale and distribution.
2128,"teens use of marijuana has stayed flat. motor vehicle accidents involving marijuana have not increased, and thousands of",any new tax revenue from marijuana would be offset by higher public health costs.
2129,kids who use that frequently are putting themselves at the highest risk of the adverse effects of marijuana use.,"chronic marijuana use is connected with what, in popular culture, has been called slacker behavior. not"
2130,prohibition has enormous social costs.,this is less than 10 percent of the over $ 185 billion in alcohol-related costs.
2131,legalization â could yield California taxpayers over $ 1.2 billion per year.,legalization of marijuana would create another item that could be taxed.
2132,"marijuana is harmful to our youth, to public health and to the safety of society.",legalization of marijuana would increase demand for the drug. it would almost certainly exacerbate drug-related crime and cause
2133,long-term marijuana consumption â impairs the ability of T-cells in the lungs.,autoimmune diseases ( such as arthritis ) - Suppresses the immune system. decreasing
2134,legalization of marijuana would increase demand for the drug. it would almost certainly exacerbate drug-related crime and cause,legalization will cause marijuana prices to fall as much as 80 percent.
2135,politicians blame drug users for being a major source of financing terrorists. no clear evidence of this link has been,Loss of Business for Drug Dealers ( Including Terrorists )
2136,marijuana was the most prevalent illegal drug found in impaired or fatally injured drivers.,study noted that some of the drivers who tested positive may have last used marijuana â several hours or even days prior
2137,government raises huge amount of money through taxation of alcohol.,medical and recreational marijuana was sold in Colorado in 2015. more than $ 135 million in taxes and fees were paid
2138,it could be a source of additional tax revenues.,sales of marijuana have resulted in nearly $ 40 million in tax revenue.
2139,"marijuana sales in mass need to be regulated and taxed and licensed. ""the best way to do that",commerce would move from street dealers to licensed businesses.
2140,use of any of these drugs in adolescence â especially early.'significantly,link between marijuana use and a motivational syndrome â.
2141,marijuana consumption impairs short-term memory. slows reaction time and impregns motor coordination,alcohol is not addictive ; it is rarely consumed to the point of intoxication.
2142,polls show that more voters in legal states support their taxed and regulated systems than when the systems were first,a taxed and regulated system would return 'at least $ 100 million in new revenues to taxpayers
2143,do we really need to add yet another mind-altering substance to the array?,lobbyist for the California Peace Officers'Association says we need another mind-altering substance to be legalized
2144,legalization of the drug may have societal costs outweigh benefits.,governments struggle with decreased revenue and rising costs. they look for creative ways to boost income to fund projects such as new
2145,smoking weed can be a high-risk activity for seniors or people with cardiac conditions.,kids who use that frequently are putting themselves at the highest risk of the adverse effects of marijuana use.
2146,""" soft "" and "" hard "" drugs are entirely artificial, says Drug Free Australia. titling cannabis """,legalization would reduce the risks and thus reduce prices.
2147,marijuana is the most common illicit drug.,the drug effects of marijuana are not causally linked to the subsequent abuse of other illicit drugs.
2148,it cites recent students that shed light on the risks marijuana use poses to brain development in youth and the dangers,â Early substance use actually effects brain development and predisposes people for more significant vulnerabilities later in their life
2149,prohibition has enormous social costs.,most reputable producers would not survive the tort liability.
2150,use of any of these drugs in adolescence â especially early.'significantly,chronic use starting in adolescence is associated with an average 8-point drop in the IQ in
2151,legalization of marijuana could increase societal and financial costs for the treatment of those introduced to heavier drugs by smoking it,legalization would translate into higher tax revenues generated by the sale of newly-legalized products in the open commercial marketplace
2152,marijuana use plays a role in the mental health picture.,marijuana is addictive and significantly impairs bodily and mental functions.
2153,"already, California is suffering crime. dislocations and increased drug use under its current regulatory scheme.","war on drugs cost over $ 51 billion annually, according to the drug policy alliance."
2154,legalization of marijuana would yield tax revenue of $ 2.4 billion annually if it were taxed like all other,supporters of the initiative estimate that about $ 15-billion worth of marijuana is sold every year in the state.
2155,legalization of marijuana would be of particular interest to the state of California. it faces a budget shortfall of,federal law takes the unequivocal position that marijuana is dangerous and has no significant beneficial uses.
2156,pot taxes easily topped the money from alcohol taxes.,government would have no problem spending all that extra money.
2157,marijuana consumption may also cause â psychotic symptoms.,figures show a dramatic decrease in overall highway fatalities â and 'two-fold increase' in the
