,sentence_1,sentence_2
3556,gay marriage is not a crime and gay families win.,gay marriage hurts all homosexual couples to a greater extent than prior.
3557,gay marriage is a win-win situation for gay families.,gays and lesbians have criticized the ban as discrimination. it could harm heterosexual families if
3558,gays marry no one gets hurt and gay families win.,"homosexual marriage may not physically hurt anyone, says christopher wolfe. physical injuries are not the only"
3559,government has absolutely no right to tell people who they can and cannot get married to.,aaron carroll: saying they should have marriage is taking sacred religious bond. he says it'
3560,"bob greene: ""most people who oppose gay marriage"" are actually opposing gays. he",aaron carroll: many who oppose same sex marriage forget that gay people still get married
3561,"bob greene: ""most people who oppose gay marriage"" are actually opposing gays. he","bob greene: if two people love each other, they have the right to marry."
3562,"bob greene: ""most people who oppose gay marriage"" are actually opposing gays. he",a limited constitutional right to homosexual marriage is in the works. the right should not force religious groups opposed to the
3563,bob greene: most people who oppose gay marriage are actually opposing gays. he says they,"gay people fight to legalize same-sex marriage, says aaron carroll. he says"
3564,"bob greene: ""most people who oppose gay marriage"" are actually opposing gays. he",aaron carroll: fear and anger are tools of those who oppose gay marriage. he says
3565,"bob greene: ""most people who oppose gay marriage"" are actually opposing gays. he",arguments given in favor of gay marriage are that they want the right to marry.
3566,bob greene: most people who oppose gay marriage are actually opposing gays. he says they,"gay couples have marriage certificates, wedding ceremonies, they get married in churches."
3567,if it is not in the religion for gays to we'd then they should respect that.,"gay marriage is not a threat to Christianity, but that isnt the reason they dont want it to be legal"
3568,if it is not in the religion for gays to we'd then they should respect that.,gays and lesbians are allowed to get married in every church. no church should have to do anything they
3569,if it is not in the religion for gays to we'd then they should respect that.,"bob greene: if two people love each other, they have the right to marry."
3570,if it is not in the religion for gays to we'd then they should respect that.,bob greene: they're forces us all to believe and honor only one way of marriage by law.
3571,if it is not in the religion for gays to we'd then they should respect that.,"gay people should not be discriminated against, says sally kohn. but people shouldn't be"
3572,lz granderson: equality is all that is needed for acceptance. he says you believe the same about,lz granderson: gays should be allowed to get married but shouldn't have same natural rights.
3573,lz granderson: equality is all that is needed for acceptance. he says you believe the same about,aaron carroll: you keep gay marriage and gay rights separate in your mind. he says that
3574,aaron carroll: equality is all that is needed for acceptance. he says you believe the same,gay people fight to legalize same-sex marriage not because they want people to recognize them. but simply because
3575,sally kohn: equality is all that is needed for acceptance of gay people. she says you believe,aaron carroll: same-sex couples have equal marriage rights. he says society as
3576,aaron carroll: equality is all that is needed for acceptance. he says you believe the same,"people want the government to say, ""You are gay, so you don't deserve equal rights"" sally"
3577,lz granderson: equality is all that is needed for acceptance. he says you believe the same about,bob greene: to claim homosexuals have equal rights is to decieve yourself. he says marriage
3578,lz granderson: equality is all that is needed for acceptance. he says you believe the same about,"gay people should not be discriminated against, says sally kohn. but people shouldn't be"
3579,"disagreement over gay marriage is not ""gay-bashing,"" says john avlon","gay marriage is not officially recognized, but we have every right to tell government if we want it. n"
3580,"disagreement over gay marriage is not ""gay-bashing,"" says nicolaus mills","sally kohn: if same-sex couples marry, does it in anyway water down other marriage"
3581,"disagreement over gay marriage is not ""gay-bashing,"" says john avlon","aaron carroll: if gay marriage were made legal, it would have to prohibit incestuous"
3582,"disagreement over gay marriage is not ""gay-bashing,"" says john avlon","gay marriage is legal, but that doesn't mean nobody ""accepts"" us."
3583,"disagreement over gay marriage is not ""gay-bashing,"" says nicolaus mills",aaron carroll: all forms of perversions of traditional marriages must be allowed. he
3584,"disagreement over gay marriage is not ""gay-bashing,"" says john avlon",supreme court says gay marriage is a right and gay couples do not have that right. sally
3585,"straight marriage provides for U.S. citizenship, while gays have no option.","gay marriage is a civil right, according to those who support it."
3586,"straight marriage provides for U.S. citizenship, while gays have no option.",gays and straights can enter into civil unions.
3587,God says a marriage is between he and sex.,bible says marrige is to be strictly between only one man and one woman. bible makes references where it says
3588,God says a marriage is between he and woman.,"man introduced the concept of marriage, but God did not."
3589,God says a marriage is between he and woman.,"it is not between a man and woman, it's not right to call this'marriage'"
3590,God says a marriage is between he and woman.,"gay marriage is wrong because it includes man and woman not man, man or women and women. christopher"
3591,God says a marriage is between he and woman.,marriage is between a man and he woman. bob greene: part of what defines it is that
3592,God says a marriage is between he and woman.,bob greene: marriage is two people who love each other expressing that love. he asks why
3593,argument is like saying people should be able to get marriage benefits even if they don't want the marriage license,married couples are given tax breaks and benefits because they want to encourage marriage. people chose to give them the breaks because
3594,aaron carroll: argument is like saying people should be able to get marriage benefits. he,"bob greene: people need benefits regardless of morality of gay sex, marriage. he says"
3595,argument is like saying people should be able to get marriage benefits even if they don't want the marriage license,bob greene: they are now advocating everyone to be allowed to get all marriage benefits. he says
3596,aaron carroll: argument is like saying people should be able to get marriage benefits. he,argument given in favor of gay marriage is that they want right to marry person they love.
3597,"aaron carroll: any union that is not marriage, including ""gay marriage"" he says","civil union designation is hard to understand, gay rights advocates say. courts should eliminate them and recognize gay marriage, they"
3598,"aaron carroll: any union that is not marriage, including ""gay marriage"" and ""civ",government recognition of your marriage is not a right.
3599,"aaron carroll: any union that is not marriage, including ""gay marriage"" and ""civ","lesbians and gays can be joined in a legal ceremony, recognized by church and state. it doesn"
3600,"bob greene: any union that is not marriage, including ""gay marriage"" and ""civil union","gay marriage is fine, but when the government says no there is no reason to rebel against the."
3601,"aaron carroll: any union that is not marriage, including ""gay marriage"" and ""civ","state governments should not be able to grant marriages. civil unions should only be granted to everyone, not"
3602,"aaron carroll: any union that is not marriage, including ""gay marriage"" and ""civ","federal defense of marriage law prohibits federal government from recognizing lesbian, gay marriages. lisa"
3603,Lambda Legal brought the case under the state Constitution. it says gay new yorkers werenâ_â,aaron carroll: heterosexuals want right to marry because they don't want something they can'
3604,Lambda Legal brought the case under the state Constitution. it says gay people aren't being treated equally,Lambda Legal filed the lawsuit in March 2004 seeking marriage licenses for same-sex couples. the suit
3605,Lambda Legal brought the case under the state Constitution. it says gay people aren't being treated equally,gay marriage is a holy union between sex of man and woman. it is not civil union (although
3606,bob greene: a gay couple who have civil union would have same rights as heterosexual married couple.,traditionally marriage is a union between heterosexual couples. christopher luther: people can
3607,bob greene: a civil union couple would have the same rights as traditional heterosexual married couple.,you can only get marriage if you are a heterosexual.
3608,bob greene: a civil union couple would have the same rights as traditional heterosexual married couple.,if you want to go to a church to get married then you can. the government has civil unions
3609,bob greene: a civil union couple would have the same rights as traditional heterosexual married couple.,aaron carroll: i have never argued that marriage rights should be extended to same-sex
3610,bob greene: a civil union couple would have the same rights as heterosexual married couple. he,i'm for states rights do you believe each state should have the right not to recognize any marriage - for
3611,bob greene: a civil union couple would have the same rights as traditional heterosexual married couple.,lz granderson: inconsistency of saying one is against gay marriage when saying they are for gay rights
3612,bob greene: a civil union couple would have the same rights as heterosexual married couple. he,"gays should be allowed to get married, but they shouldn't have same natural rights as heterosexual couple."
3613,bob greene: a civil union couple would have the same rights as heterosexual married couple. he,"homosexuals are not barred from marriage, as far as i know."
3614,bob greene: a civil union couple would have the same rights as heterosexual married couple. he,don't know if gay marriage is a civil right?
3615,bob greene: a civil union couple would have the same rights as traditional heterosexual married couple.,gay marriage or civil unions could be called as long as they have the same rights as a married heterosexual couple
3616,"people want the government to say, ""You are gay, so you don't deserve equal rights""","homosexual people have no right to exercise, argues dr. aaron carroll."
3617,"people want the government to say, ""You are gay, so you don't deserve equal rights"" sally",gay people who pay into same systems shouldn't also benefit?
3618,"people want the government to say, ""You are gay, so you don't deserve equal rights""",aaron carroll: to claim homosexuals have equal rights is to decieve yourself. he
3619,"people want the government to say, ""You are gay, so you don't deserve equal rights""","bob greene: people may not agree with you, but it's not a good reason to deny"
3620,sally kohn: polygamous marriage has specific reasons why it shouldn't be allowed.,the constitution allows the government to define marriage between a man and woman. but it can't be because they
3621,premise of same sex marriage being discriminatory only if homosexuality is genetic.,aaron carroll: people who would use same-sex marriage are homosexuals and bisexuals
3622,gay marriage must be treated equally under the law. gays must also be allowed to get married due to the fact,opponents of same-sex marriage refuse to allow gay people to be treated as equals.
3623,"gay marriage must be treated equally under the law. gays must also be allowed to get married, says christ",gay and heterosexual couples should have equal protection under the law.
3624,gay marriage must be treated equally under the law. gays must also be allowed to get married due to the fact,"gay people aren't going to accept ""separate but equal"" civil unions, says d"
3625,gay marriage must be treated equally under the law. gays must also be allowed to get married due to the fact,preventing HETEROSEXUALS from having marriages is a sexual ORIENTATION
3626,gay marriage must be treated equally under the law. gays must also be allowed to get married due to the fact,"if heterosexuals were not allowed to marry and gays only were able to, would you consider it equal"
3627,"denying same-sex marriage harms same sexe couples, says cnn's john",bob greene: why are you against same sex marriage when it's just like interracial marriage
3628,"denying same-sex marriage harms same sexe couples, says nicolaus mills",aaron carroll: you cannot prove same-sex couples are inferior. he says you are
3629,"denying same-sex marriage harms same sexe couples, says cnn's john",same-sex couple can at least quantify the harm of denying them marriage.
3630,"denying same-sex marriage harms same sexe couples, says edward mccaffer",sally kohn: how does that justify denying marriage to same-sex couples? she asks
3631,denying same-sex marriage harms same sexes couples. aaron carroll:,aaron carroll: denying the right to marry and deciding what is not recognized as marriage are the
3632,sally kohn: how does that justify denying marriage to same-sex couples? she asks,same-sex couple can at least quantify the harm of denying them marriage.
3633,aaron carroll: how does that justify denying marriage to same-sex couples? he says,bob greene: it's true that everyone is granted the right to opposite-sex marriage.
3634,gays and straights can enter into civil unions.,"lz granderson: if ""civil union"" was used unilatterally, it would have no"
3635,bob greene: accepting gay marriage is accepting deviant sex/marriage. he,gay marriage = less families if you believe that people would choose to be gay instead of heterosexual.
3636,lz granderson: accepting gay marriage is accepting deviant sex/marriage.,lz granderson: you're keeping gay marriage and gay rights separate in your mind. he says
3637,"don't care if the law explicitly states ""homosexuals cannot marry"" or not. the end",gay marriage has more similarities to all other legal marriages. daniel treisman: there are
3638,law does not challenge church organization's beliefs about homosexuality. it merely requires that a pavilion that had,psychiatrists have recognized that homosexuality is as â_â€TM__as heterosexuality
3639,law does not challenge church organization's beliefs about homosexuality. it merely requires that a pavilion that had,"gay marriage will lead to polyamory rather than polygamy, says dr. edward"
3640,"bob greene: in a free society, government does not deny rights or benefits to its people.","bob greene: if two people cannot do this, they are denied equal rights. he says marriage"
3641,"in a free society, the government does not deny rights or benefits to its people unless they are harmful",a free and equal society does not deny rights or benefits to anyone. if same-sex marriage
3642,"in a free society, the government does not deny rights or benefits to its people unless they are harmful","bob greene: when people turn down government benefits, they are always and every time being discriminated against."
3643,"real issue is not ""should gays be allowed to marry,"" says bob greene. he says issue",aaron carroll: some may be happy with the present situation regarding gay marriage. but he says
3644,"real issue is not ""should gays be allowed to marry,"" john avlon says.","marriage is about commitment, and government should grant benefits to every committed couple."
3645,"real issue is not ""should gays be allowed to marry,"" says bob greene. he says issue",aaron carroll: allowing polygamous marriage will not automatically allow it. he says in
3646,gay marriage has been framed as an issue of prejudice. david frum says people are more likely to accept,gay marriage is a holy union between man and woman. it is not civil union (although many treat it as
3647,disorder is taken into account so they are given extra time. in the gay marriage case the 'disorder,gays who adopt should only be allowed to get married because they adopted.
3648,disorder is taken into account and they are given extra time. in the gay marriage case the 'disorder,a person and he/she should be allowed to marry.
3649,disorder is taken into account so they are given extra time. in the gay marriage case the 'disorder,gay people will have sex whether they have marriage or not. daniel treisman:
3650,disorder is taken into account so they are given extra time. in the gay marriage case the 'disorder,"gays are denied equality in same-sex marriage, says christopher ferguson."
3651,disorder is taken into account so they are given extra time. in the gay marriage case the 'disorder,bob greene: people with disabilities can't marry. he says people who have disorders that would harm
3652,disorder is taken into account so they are given extra time. in the gay marriage case the 'disorder,religious beliefs tell them that THEY should not be gay.
3653,gays are NOT asking for religious concecration/blessing or whatever of gay marriage. we are,stopping gay people from getting married is not accepting our right to live as we please.
3654,bob greene: marriages don't have meaning suddenly if government recognizes them. he says,government has absolutely no right to tell people who they can and cannot get married to.
3655,myriad cultures around the world do have various homosexual marriage varients. neither of these treatments have ad,gay people are not being treated any different from anybody else with respect to the issue of gay marriage.
3656,john avlon: i'm drawing parallel between arguments by the Commonwealth of Virginia and those who,gay rights should be a debate as long as there are people who believe that those who are gay should not have equal
3657,"john avlon: gay people have equal rights, including right to marry someone of opposite-sex",john avlon: you are claiming that gays are trying to be able to marry people
3658,"gay marriage is wrong because it includes man and woman not man, man or women and women. christopher",a gay couple does not entitle to marriage benefits. sally kohn: marriage is by
3659,gay marriage is wrong the reason is because it includes man and woman. in every definition of marriage it excludes man,"man-man and woman-woman marriages are legal, but illegal."
3660,gay marriage is wrong the reason is because it includes man and woman. in every definition of marriage it excludes man,bob greene: constitution allows government to define marriage between man and woman. he says government can't
3661,"gay marriage is wrong because it includes man and woman not man, man or women and women. christopher",marriage is between a man and he woman. bob greene: part of what defines it is that
3662,christopher neville: marrying properly means loving each other until death. he says gay,marriage is for people who love and want to spend life with each other.
3663,"bob greene: marrying properly means loving each other until death, gay people are capable. he says","if you change the legal definition of marriage, you can't allow two men to get married."
3664,"bob greene: if enough people support gay marriage, then you'll have gay wedding.",gay people don't have the right to get married at all--they do because you can get wed anytime
3665,"bob greene: if enough people support gay marriage, then you'll have it. he says",if you are a man and woman you're special because you can do something he or she can'
3666,"bob greene: if enough people support gay marriage, then you'll have it.",christopher ferguson: some religions i know to be against gay marriage. but
3667,"bob greene: if enough people support gay marriage, then you'll have gay wedding.","gay marriage isn't going to be enough excuse for discrimination, says daniel treisman"
3668,"bob greene: if enough people support gay marriage, then you'll have gay wedding. he",if gay people have the right to marry then their marriage must be recognised under equal protection.
3669,"bob greene: if enough people support gay marriage, then you'll have gay wedding.",gay marriage = less families if you believe that people would choose to be gay instead of heterosexual.
3670,"bob greene: if enough people support gay marriage, then you'll have gay wedding. he",aaron carroll: reducing marriage to just legal agreement denigrates marriages of many people
3671,"bob greene: if enough people support gay marriage, then you'll have it.","single people, married people and gay couples that can't marry are not single."
3672,"some changes allowed different people to marry (blacks and whites, for example) others expanded the rights of married people",white people barred from marriage to those that blacks could marry. neil richards: black
3673,bob greene: people get their state's to make laws that say only heterosexuals can marry.,"marriage is a right for all people, as declared by the constitution."
3674,sally kohn: people get their state's to make laws that say only heterosexuals can marry,"bob greene: if a marriage is performed in ""gay marriage"" state, it needs to"
3675,sally kohn: people get their state's to make laws that say only heterosexuals can marry,how does the state ensure that gay people can exersize their right to marriage?
3676,sally kohn: people get their state's to make laws that say only heterosexuals can marry,aaron carroll: those who have religious belief that excludes gay people from marriage have imposed those religious
3677,sally kohn: people get their state's to make laws that say only heterosexuals can marry,homosexual marriage is anathema to many religious people. homosexuality is a form of marriage that is forbidden
3678,homosexual marriage is anathema to many religious people. homosexuality is a form of marriage that is forbidden,christopher neville: religious people disagree with homosexual marriage. he says it's
3679,homosexual marriage is anathema to many religious people. homosexuality is a form of marriage that is forbidden,"bob greene: if marriage was just a religious thing, then only the religious would be able to"
3680,gay people denied right to marry is a violation of their human rights. lisa koe,gay rights advocates argued the state was violating their civil rights.
3681,"gay people denied right to marry is a violation of their human rights, says julian zelizer.","gay marriage is not a religious institution, but it doesn't break the separation between church and state."
3682,gay rights advocates don't want to strip anyone of their right to marry. nicolaus mills,"supporters of gay and lesbian equal rights want to make sure everyone has equal, fundamental rights."
3683,"bob greene: if a man gets sex change, should he/she be allowed",a man and he or sex marriage should never be together. it is the same thing with the
3684,"bob greene: if a man gets sex change, should he/she be allowed",sally kohn: changing the state of marriage will not affect straight marriages. she says it will
3685,"bob greene: if a man gets sex change, should he/she be allowed","in as much as ""marriage"" is a right (i don't see it as an absolute right"
3686,"bob greene: some oppose same sex marriage, but should it be allowed? he asks",men and women should be allowed to marry (each other) so it's not sexism at
3687,"bob greene: if a man gets sex change, should he/she be allowed","gays are denied equality in same-sex marriage, says christopher stanley. he"
3688,"bob greene: if a man gets sex change, should he/she be allowed","same-sex marriage promoting equality, freedom, and happiness. aaron carroll: i"
3689,bob greene: those against same sex marriage should be allowed to marry a man. he,two men can't get married to each other unless you change the legal definition.
3690,"bob greene: if government can say ""gays can't marry"" today, it could",government has absolutely no right to tell people who they can and cannot get married to.
3691,sally kohn: marriage laws deny same-sex couples marriage rights are unconstitutional,dom passed to specifically disallow gay Married couples the same RIGHTS that hetero couples have.
3692,sally kohn: marriage laws deny same-sex couples marriage rights are unconstitutional,if same sex marriage law is passed they all perform ceremonies.
3693,aaron carroll: marriage laws deny same-sex couples marriage rights are unconstitutional,"aaron carroll: people can deny same-sex marriages, but if they don'"
3694,"bob greene: if you are gay you can't marry, it's denied equal protection.",sally kohn: gays should be entitled to full EQUAL benefits of straight marriages.
3695,"bob greene: if you are gay you can't marry, it's denied equal protection.","same-sex marriage is not a civil right, nor does it state you marrying your sister is."
3696,bob greene: gay marriage isn't denied equal protection. he says it applies to everyone and,marriage is just friendship with sex added.
3697,"bob greene: if you are gay you can't marry, that's denied equal protection.",bob greene: many people say marriage is not about sex or making babies. he asks
3698,"bob greene: if you are gay you can't marry, that's denied equal protection.",bob greene: people haven't said their marriages will be affected by gay marriage. he
3699,"bob greene: if you are gay you can't marry, it's denied equal protection.",lz granderson: inconsistency of saying one is against gay marriage when saying they are for gay rights
3700,"bob greene: if you are gay you can't marry, it's denied equal protection.",the 14th ammendment say that everyone should have equal protection under the law.
3701,"bob greene: if you are gay you can't marry, it's denied equal protection.",gay marriage has more similarities to all other legal marriages. daniel treisman: there are
3702,gay marriage is not a right in several states. the people of many states determined that it's not an,"marriage is a right for all people, as declared by the constitution."
3703,gay marriage is not a right in several states. the people of many states determined that it's not an,bob greene: politicians shouldn't be the people to judge whether gay couple should marry. he says
3704,gay marriage is not a right in several states. the people of some states determined that it's not an,how does the state ensure that gay people can exersize their right to marriage?
3705,gay marriage is not a right in several states. the people of many states determined that it's not an,sally kohn: people get their state's to make laws that say only heterosexuals can marry
3706,gay marriage is not a right in several states. bob greene: people of many states determined that gay,sally kohn: government recognizes gay marriage over will of the people. she says children think gay
3707,"single people, married people and gay couples that can't marry are not single.",gay people don't have the right to get married at all--they do because you can get wed anytime
3708,"single people, married people and gay couples that can't marry are not single.",if you are a man and woman you can do something he or she can not. cn
3709,"single people, married people and gay couples that can't marry are not single.",lz granderson: some religions i know to be against gay marriage. he says you'
3710,"single people, married people and gay couples that can't marry are not single.",if gay people have the right to marry then their marriage must be recognised under equal protection.
3711,"single people, married people and gay couples that can't marry are not single.",gay marriage = less families if you believe that people would choose to be gay instead of heterosexual. christ
3712,bob greene: it's true that everyone is granted the right to opposite-sex marriage.,sally kohn: people who would use same-sex marriage are homosexuals and bisexuals
3713,same sex marriage is not allowed in the united states. couples can get married and divorced as many times,aaron carroll: people should have religious liberty to believe whatever they want. he says same-
3714,same sex marriage is not allowed in the united states. those who feel this is unfair can get married and,aaron carroll: legalizing same-sex marriage would allow these forms of marriage. he
3715,same sex marriage is not allowed in the u.s.,churches and other religious bodies are free to espouse what they choose. julian zelizer
3716,same sex marriage is not allowed in the u.s.,julian zelizer: many who oppose same sex marriage forget that gay people still get married
3717,same sex marriage is not allowed in the u.s.,but those who want to engage in same-sex marriage do care.
3718,same sex couples can get married and divorced as many times as they like.,"bob greene: if two men or two women are happy together, love each other, why shouldn't"
3719,same sex marriage is not allowed in the u.s.,gay people should be allowed to get married if they want to this is the 21st Century.
3720,same sex marriage is not allowed in the u.s.,nicolaus mills: how would you like it if same sex marriage was normal.
3721,same sex marriage is not allowed in the united states. couples can get married and divorced as many times,"some same-sex couples can be legally married, but not all. bob greene: some of them"
3722,sally kohn: government recognizes gay marriage over will of the people. she says children think gay,gay marriage is a state interest and benefiting children is not.
3723,gay marriage has been framed as an issue of prejudice. sally kohn: people are more likely,"gay marriage is seen as an issue of prejudice, and progressive ideals against prejudice are among the most universally appealing"
3724,two men can't get married to each other unless you change the definition.,"lz granderson: if you seek equality, why don't you argue to change the name of the"
3725,two men can't get married to each other unless you change the legal definition.,aaron carroll: constitution doesn't give you right to marry whomever you like. he
3726,two men can't get married to each other unless you change the definition.,"bob greene: more you put same sex couples on the ""outs"" the more damage you do"
3727,bob greene: same sex couples want to deny same-sexe marriage. he says,"marriage is a right for all people, as declared by the constitution."
3728,bob greene: same sex couples don't want to be married. he says there is,lz granderson: most same sex couples looking to be married want to see equal in law.
3729,bob greene: same sex couples don't want to be married. he says constitution doesn,"sally kohn: as long as marriage is kept for opposite-sex couples alone, it will be"
3730,bob greene: same sex couples don't want to be married. he says there is,"aaron carroll: if opposite-sex couples have marriage under law, but same-sexual couples"
3731,bob greene: same sex couples don't want to be married. he says there is,laws barring same-sex marriage are not discriminatory. gay people can get married to people of the opposite
3732,bob greene: same sex couples don't want to be married. he says there is,denying same-sex marriage harms same sexes couples. nicolaus mills
3733,bob greene: same sex couples don't want to be married. he says there is,sally kohn: how does that justify denying marriage to same-sex couples? she asks
3734,bob greene: same sex couples don't want to be married. he says there is,sally kohn: marriage laws deny same-sex couples marriage rights are unconstitutional
3735,the constitution allows the government to define marriage between a man and woman. but it can't be because they,a gay couple does not entitle to marriage benefits. bob greene: marriage is by definition between
3736,the constitution allows the government to define marriage between a man and woman. but it can't be because they,christian eriksen: it's about applying marriage (as it already was--
3737,lz granderson: using traditional marriage as argument against same-sex marriage is just like using it to argue,some arguments in support of same-sex marriage have nothing to do with polygamous marriage.
3738,lz granderson: using traditional marriage as argument against same-sex marriage is just like using it to argue,traditionally marriage is a union between heterosexual couples. christopher ferguson disagrees with same
3739,lz granderson: using traditional marriage as argument against same-sex marriage is just like using it to argue,aaron carroll: why are you using same sex marriage as an argument? he says you
3740,lz granderson: using traditional marriage as argument against same-sex marriage is just like using it to argue,michael hayden: no reasonable argument can be made that same-sex marriage might cause harm
3741,"aaron carroll: once we redefine union of marriage to NOT exclude everyone but hetero couples, we have to",gay and heterosexual couples should have equal protection under the law.
3742,"aaron carroll: i am for gay marriage, but can't see way for it to happen",marriage outta government insures gays can't marry unless church breaks the Bible. marriage is
3743,"gay marriage destroys the integrity of marriage, as defined by the state. christopher ferguson",bob greene: i don't care if homosexuals get married or not. he says
3744,"bob greene: gay marriage up-in-arms, how will they be when someone suggests ""marri",gay people don't have the right to get married at all--they do because you can get wed anytime
3745,"bob greene: gay marriage up-in-arms, how will they be when someone suggests ""marri","nobody is asking you to be gay, marry a man, or even like gay people."
3746,"bob greene: gay marriage up-in-arms, how will they be when someone suggests ""marri",aaron carroll: homosexuals denied right to marry creates second class of people. he says
3747,"bob greene: gay marriage up-in-arms, how will they be when someone suggests ""marri",bob greene: reducing marriage to a legal agreement denigrates gay marriages. he
3748,sally kohn: we should not mess with nature and their natural cycle. she says we shouldn',"lz granderson: if same-sex couples marry, does it in anyway water down other marriages"
3749,"a legislature could grant additional benefits to marriage with ease. ""and civil unions"" could be left off the",legal marriages between heterosexual couples granted federal recognition. benefits and interstate transportability would be denied to Civil Union
3750,"same-sex couples should have equal right to marry legally, says julian zelizer. it benefits","legalizing same-sex marriage will enhance family stability, says aaron carroll. he says"
3751,"same-sex couples should have equal right to marry legally, says nicolaus mills. mill","many social conservatives argue that benefits are provided to married couples. david frum: in turn, marriage couples"
3752,"same-sex couples should have equal right to marry legally, says julian zelizer. it benefits","david frum: same-sex couples are raising children, so they deserve to have two parents. fr"
3753,"sally kohn: if the state wants to offer legal protections to straight married couples, it cannot",amendment goes further than similar bans in many states. it prohibits same-sex couples from enjoying many of
3754,"bob greene: if the state wants to offer legal protections to straight married couples, it can't",gay and heterosexual couples should have equal protection under the law.
3755,"sally kohn: if the state wants to offer legal protections to straight married couples, it cannot","straight marriage provides for U.S. citizenship, while gays have no option."
3756,"sally kohn: if the state wants to offer legal protections to straight married couples, it cannot",the 14th ammendment say that everyone should have equal protection under the law.
3757,"bob greene: if the state wants to offer legal protections to straight married couples, it can't",gay agenda has always been for equal benefits marriage affords couples who marry.
3758,same sex marriage would be normal and you weren't allowed to marry the opposite gender.,"bob greene: more you put same sex couples on the ""outs"" the more damage you do"
3759,"bob greene: incest not taboo, we will have a different discussion. he",aaron carroll: we have to agree to disagree if new gay marriage law is personal right.
3760,"bob greene: if we broaden the definition of marriage to include same sex couples, wouldn'","bob greene: in same-sex marriage, there's no reason why we shouldn't extend same"
3761,sally kohn: fear and anger are tools of those who oppose gay marriage. she says,lz granderson: gay lobbyists don't realize how much moral belief is the basis for opposing
3762,gay tax payers should not benefit from marriage benefits. john sutter says heterosexual community will receive more,lz granderson: i totally agree gays should be entitled to full EQUAL benefits of straight marriage
3763,gay tax payers should not benefit from marriage benefits. aaron carroll: heterosexual community will receive,bob greene: it's not discrimination against unmarried heterosexual couples. he says hetero
3764,"sally kohn: prove to me that gay sexuality is natural with something more substantial than ""it exists",lz granderson: i'm not saying that homosexuals compare to that in any way.
3765,gay marriage has more similarities to all other legal marriages. christopher ferguson: there are,gays should be entitled to full EQUAL benefits of straight marriages. but i don't see
3766,gay marriage has more similarities to all other legal marriages. lz granderson: there are similarities between gay,"bob greene: if two people love each other, they have the right to marry."
3767,bob greene: why would someone alter whole definition killing millions of religous definitions? he ask,gays should not have the 'right' to marry we should argue that the definition of marriage should be changed
3768,bob greene: to claim homosexuals have equal rights is to decieve yourself. he says marriage,homosexual people cannot exercise their rights because no one has the rights they claim.
3769,edward mccaffery: straight couples are not allowed to have benefits in a marriage.,"we are not longer primitive, so we should allow any couple to marry. we already allow with straight couples who do"
3770,sally kohn: denying a few people privacy would legalize same-sex marriage.,aaron carroll: there are plenty of committed same-sex couples today. he says our
3771,sally kohn: denying a few people privacy would legalize same-sex marriage.,"sally kohn: same-sex marriage promoting equality, freedom, happiness. she says same"
3772,sally kohn: denying a few people privacy would legalize same-sex marriage.,"same sex marriage is not for religious reasons, but for freedom of religion. aaron carroll"
3773,sally kohn: denying a few people privacy would legalize same-sex marriage.,"same-sex marriage is harmless, says lisa koenig. she says it is"
3774,"legally, marriage was only open to heterosexual couples.",sally kohn: marriage (love) is legally sanctioned for all heterosexuals.
3775,"legally, marriage was only open to heterosexual couples.","gay marriage raises question of multiple partner marriages, or marriage of siblings. aaron carroll:"
3776,"legally, marriage was only open to heterosexual couples.",not every heterosexual couple gets granted the right to marry. sally kohn: state has a
3777,legal marriage was only open to heterosexual couples.,gay couples being afforded the same tax breaks and employer benefits as married homosexual couples.
3778,"legally, marriage was only open to heterosexual couples.",bob greene: it's true that everyone is granted the right to opposite-sex marriage.
3779,aaron carroll: benefits of same-sex marriage aren't being weighed down.,aaron carroll: legalizing same-sex marriage would allow these forms of marriage. he
3780,aaron carroll: benefits of same-sex marriage aren't being weighed down.,same-sex couples can marry and have the same civil rights and governmental benefits. does this impact the legal
3781,"gay people should not be discriminated against, says christopher ferguson. but people shouldn'","bob greene: if two people love each other, they have the right to marry. he says"
3782,"bob greene: same-sex couples, other types of couples should get benefits. he says it",a new law would require that the government not provide any benefits to married couples.
3783,"bob greene: same-sex couples, other types of couples should get benefits. he says it",aaron carroll: same-sex couples must get the same legal benefits under the law. car
3784,"bob greene: same-sex couples, other types of couples should get benefits. he says it",same sex marriage should be allowed because we believe in equality for all people.
3785,"bob greene: same-sex couples, other types of couples should get benefits. he says it",same sex couples can have all the benefits of using the same word.
3786,"bob greene: same-sex couples, other types of couples should get benefits. he says it",sally kohn: same-sex couples should have the right to marry each other. she says
3787,"bob greene: same-sex couples, other types of couples should get benefits. he says it","bob greene: in same-sex marriage, there's no reason why we shouldn't extend same"
3788,"bob greene: same-sex couples, other types of couples should get benefits. he says it",sally kohn: how does that justify denying marriage to same-sex couples? she asks
3789,"bob greene: we shouldn't give benefits to same-sex couples, other types of couples.","bob greene: if we broaden the definition of marriage to include same sex couples, wouldn'"
3790,"bob greene: same-sex couples, other types of couples should get benefits. he says it","aaron carroll: how we pay taxes, will our estates, make our medical decisions differs from"
3791,Christians don't have the copywrite on the word marriage!,do not married couples whose marriages have been recognized by the state have the right to stay married?
