topic,regression_label_binary,regression_label,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
GM,0,0.3076923076390533,0.218,0.109,0.509,0.146,0.184,0.146,0.192,0.141,0.423,107,131,238,200-250
GM,0,0.5384615384260356,0.386,0.24,0.826,0.133,0.169,0.133,0.261,0.157,0.572,107,100,207,200-250
GM,0,0.4615384615739645,0.286,0.214,0.571,0.391,0.3,0.739,0.37,0.247,0.741,107,143,250,200-250
GM,0,0.2307692307869822,0.273,0.263,0.455,0.171,0.219,0.343,0.423,0.321,0.808,92,161,253,250-300
GM,0,0.076923076852071,0.387,0.301,0.71,0.129,0.144,0.129,0.453,0.34,0.792,92,173,265,250-300
GM,0,0.2307692307869822,0.329,0.21,0.603,0.125,0.18,0.313,0.449,0.313,0.857,92,202,294,250-300
GM,0,0.153846153704142,0.426,0.312,0.766,0.089,0.192,0.089,0.491,0.377,0.868,92,107,199,100-200
GM,0,0.076923076852071,0.197,0.208,0.262,0.235,0.201,0.392,0.291,0.194,0.291,92,174,266,250-300
GM,0,0.153846153704142,0.353,0.248,0.667,0.095,0.184,0.143,0.279,0.248,0.372,92,125,217,200-250
GM,0,0.076923076852071,0.242,0.242,0.485,0.171,0.179,0.286,0.292,0.208,0.625,92,169,261,250-300
GM,1,0.6923076923609468,0.313,0.212,0.717,0.118,0.159,0.118,0.131,0.131,0.295,213,126,339,300-400
GM,0,0.153846153704142,0.264,0.226,0.434,0.128,0.156,0.128,0.261,0.232,0.348,203,221,424,400-500
GM,0,0.3846153844911243,0.289,0.213,0.602,0.182,0.214,0.182,0.186,0.155,0.372,203,72,275,250-300
GM,0,0.153846153704142,0.286,0.214,0.536,0.23,0.238,0.295,0.311,0.222,0.667,112,97,209,200-250
GM,0,0.2307692307869822,0.305,0.299,0.542,0.145,0.177,0.218,0.372,0.248,0.744,168,72,240,200-250
GM,0,0.5384615384260356,0.246,0.205,0.338,0.226,0.289,0.34,0.213,0.199,0.426,168,112,280,250-300
GM,1,0.6153846152781066,0.295,0.227,0.545,0.163,0.162,0.245,0.327,0.23,0.618,210,193,403,400-500
GM,0,0.153846153704142,0.267,0.213,0.453,0.444,0.352,0.833,0.421,0.351,0.667,201,218,419,400-500
GM,1,0.8461538460650888,0.356,0.256,0.548,0.162,0.154,0.27,0.478,0.333,0.913,201,193,394,300-400
GM,0,0.3846153844911243,0.314,0.2,0.6,0.16,0.182,0.12,0.5,0.367,0.9,201,171,372,300-400
GM,0,0.2307692307869822,0.358,0.274,0.672,0.667,0.54,1.067,0.462,0.372,0.923,201,145,346,300-400
GM,0,0.076923076852071,0.23,0.164,0.492,0.208,0.255,0.167,0.267,0.207,0.533,69,174,243,200-250
GM,0,0.076923076852071,0.333,0.233,0.633,0.226,0.251,0.226,0.351,0.187,0.702,69,141,210,200-250
GM,0,0.153846153704142,0.276,0.23,0.586,0.118,0.199,0.157,0.321,0.226,0.679,69,144,213,200-250
GM,0,0.076923076852071,0.296,0.173,0.481,0.148,0.225,0.148,0.333,0.25,0.583,69,115,184,100-200
GM,0,0.076923076852071,0.195,0.13,0.488,0.218,0.287,0.218,0.195,0.163,0.488,69,93,162,100-200
GM,0,0.076923076852071,0.308,0.244,0.692,0.292,0.387,0.292,0.28,0.2,0.68,69,108,177,100-200
GM,0,0.076923076852071,0.269,0.209,0.448,0.186,0.225,0.186,0.185,0.16,0.333,69,200,269,250-300
GM,0,0.076923076852071,0.261,0.188,0.609,0.286,0.276,0.381,0.296,0.173,0.556,69,80,149,100-200
GM,0,0.076923076852071,0.259,0.198,0.556,0.213,0.254,0.213,0.255,0.241,0.511,69,107,176,100-200
GM,0,0.153846153704142,0.213,0.213,0.468,0.048,0.082,0.048,0.154,0.128,0.25,97,117,214,200-250
GM,0,0.153846153704142,0.341,0.242,0.568,0.327,0.269,0.571,0.473,0.327,0.945,226,167,393,300-400
GM,1,0.6923076923609468,0.299,0.159,0.537,0.178,0.207,0.178,0.333,0.259,0.63,162,108,270,250-300
GM,0,0.153846153704142,0.256,0.171,0.615,0.08,0.118,0.08,0.3,0.233,0.733,104,146,250,200-250
GM,0,0.153846153704142,0.323,0.221,0.538,0.053,0.13,0.105,0.214,0.167,0.452,104,155,259,250-300
GM,0,0.153846153704142,0.297,0.171,0.622,0.238,0.275,0.333,0.279,0.217,0.651,104,181,285,250-300
GM,0,0.2307692307869822,0.364,0.279,0.636,0.238,0.187,0.429,0.316,0.281,0.605,104,97,201,200-250
GM,0,0.2307692307869822,0.302,0.252,0.755,0.217,0.159,0.391,0.343,0.267,0.6,104,78,182,100-200
GM,0,0.076923076852071,0.375,0.26,0.656,0.25,0.223,0.375,0.25,0.167,0.3,104,145,249,200-250
GM,0,0.3846153844911243,0.364,0.267,0.727,0.05,0.077,0.05,0.256,0.188,0.462,104,79,183,100-200
GM,0,0.153846153704142,0.143,0.124,0.2,0.043,0.085,0.043,0.213,0.255,0.298,135,187,322,300-400
GM,0,0.153846153704142,0.246,0.185,0.492,0.833,0.556,1.667,0.316,0.246,0.667,135,130,265,250-300
GM,0,0.076923076852071,0.247,0.174,0.548,0.062,0.106,0.062,0.3,0.2,0.6,135,175,310,300-400
GM,0,0.153846153704142,0.278,0.204,0.5,0.615,0.432,1.231,0.327,0.242,0.618,135,189,324,300-400
GM,0,0.076923076852071,0.222,0.18,0.349,0.056,0.099,0.056,0.327,0.218,0.694,135,99,234,200-250
GM,1,0.6153846152781066,0.373,0.26,0.78,0.692,0.504,1.308,0.417,0.278,0.917,135,142,277,250-300
GM,0,0.153846153704142,0.302,0.201,0.604,0.692,0.504,1.308,0.5,0.348,0.955,135,108,243,200-250
GM,0,0.076923076852071,0.295,0.164,0.623,0.143,0.183,0.143,0.553,0.411,0.979,135,139,274,250-300
GM,0,0.3846153844911243,0.369,0.256,0.677,0.714,0.54,1.286,0.431,0.301,0.902,151,132,283,250-300
GM,0,0.4615384615739645,0.296,0.21,0.481,0.432,0.288,0.973,0.327,0.204,0.571,151,113,264,250-300
GM,0,0.3076923076390533,0.298,0.226,0.607,0.136,0.212,0.182,0.509,0.364,1.018,153,220,373,300-400
GM,0,0.3076923076390533,0.275,0.175,0.45,0.115,0.157,0.115,0.268,0.208,0.446,153,172,325,300-400
GM,0,0.153846153704142,0.242,0.202,0.379,0.246,0.278,0.211,0.2,0.173,0.28,153,146,299,250-300
GM,0,0.5384615384260356,0.318,0.227,0.6,0.143,0.156,0.143,0.549,0.366,1.098,153,193,346,300-400
GM,0,0.2307692307869822,0.261,0.193,0.435,0.167,0.205,0.25,0.545,0.376,1.055,153,154,307,300-400
GM,0,0.076923076852071,0.296,0.23,0.494,0.205,0.251,0.308,0.407,0.309,0.704,153,200,353,300-400
GM,0,0.4615384615739645,0.423,0.3,0.732,0.261,0.271,0.304,0.29,0.204,0.548,153,152,305,300-400
GM,0,0.4615384615739645,0.494,0.346,0.961,0.121,0.162,0.182,0.618,0.412,1.273,153,154,307,300-400
GM,0,0.076923076852071,0.41,0.297,0.639,0.375,0.294,0.5,0.276,0.207,0.5,130,141,271,250-300
GM,0,0.076923076852071,0.286,0.212,0.571,0.174,0.131,0.217,0.256,0.188,0.513,130,210,340,300-400
GM,0,0.076923076852071,0.258,0.172,0.516,0.125,0.146,0.125,0.302,0.226,0.528,130,93,223,200-250
GM,0,0.076923076852071,0.297,0.207,0.554,0.333,0.273,0.583,0.222,0.193,0.4,130,132,262,250-300
GM,0,0.3846153844911243,0.256,0.171,0.488,0.222,0.247,0.222,0.218,0.17,0.364,130,212,342,300-400
GM,0,0.076923076852071,0.237,0.215,0.39,0.154,0.182,0.154,0.549,0.418,0.941,130,78,208,200-250
GM,0,0.3076923076390533,0.359,0.248,0.718,0.276,0.247,0.345,0.364,0.291,0.655,130,123,253,250-300
GM,0,0.3076923076390533,0.321,0.222,0.583,0.135,0.157,0.189,0.472,0.352,0.887,130,146,276,250-300
GM,0,0.4615384615739645,0.203,0.136,0.407,0.125,0.168,0.042,0.37,0.259,0.741,130,78,208,200-250
GM,1,0.8461538460650888,0.238,0.222,0.476,0.179,0.184,0.25,0.195,0.211,0.39,120,62,182,100-200
GM,0,0.076923076852071,0.349,0.243,0.73,0.296,0.28,0.519,0.316,0.246,0.632,120,152,272,250-300
GM,1,0.6153846152781066,0.477,0.341,0.886,0.14,0.184,0.211,0.375,0.271,0.781,79,103,182,100-200
GM,0,0.076923076852071,0.312,0.187,0.563,0.044,0.133,0.089,0.276,0.184,0.552,61,97,158,100-200
GM,1,0.6153846152781066,0.467,0.222,1.0,0.111,0.096,0.222,0.353,0.196,0.824,61,65,126,100-200
GM,0,0.076923076852071,0.16,0.12,0.36,0.2,0.209,0.36,0.286,0.19,0.571,61,159,220,200-250
GM,0,0.2307692307869822,0.25,0.167,0.5,0.0,0.086,0.0,0.293,0.195,0.585,61,136,197,100-200
GM,0,0.2307692307869822,0.289,0.185,0.6,0.091,0.129,0.045,0.216,0.162,0.27,61,164,225,200-250
GM,0,0.2307692307869822,0.194,0.108,0.452,0.136,0.18,0.136,0.154,0.137,0.359,61,196,257,250-300
GM,1,0.7692307692130178,0.483,0.299,1.034,0.125,0.163,0.083,0.417,0.25,1.083,61,72,133,100-200
GM,1,0.8461538460650888,0.333,0.238,0.857,0.744,0.527,1.395,0.25,0.15,0.55,61,150,211,200-250
GM,0,0.5384615384260356,0.439,0.276,0.927,0.2,0.218,0.36,0.609,0.377,1.304,61,105,166,100-200
GM,0,0.3076923076390533,0.289,0.193,0.474,0.174,0.195,0.174,0.261,0.232,0.435,209,116,325,300-400
GM,0,0.2307692307869822,0.247,0.189,0.395,0.118,0.083,0.059,0.415,0.314,0.792,209,147,356,300-400
GM,0,0.3076923076390533,0.329,0.235,0.706,0.114,0.131,0.114,0.491,0.365,0.868,209,174,383,300-400
GM,0,0.2307692307869822,0.314,0.229,0.629,0.4,0.283,0.933,0.558,0.403,1.023,126,212,338,300-400
GM,0,0.153846153704142,0.269,0.209,0.478,0.219,0.21,0.344,0.391,0.275,0.739,126,168,294,250-300
GM,1,0.9230769231479292,0.375,0.26,0.625,0.333,0.195,0.778,0.478,0.333,0.913,126,148,274,250-300
GM,1,0.7692307692130178,0.385,0.256,0.846,0.125,0.132,0.25,0.512,0.326,01.07,126,72,198,100-200
GM,0,0.3846153844911243,0.241,0.23,0.517,0.138,0.126,0.276,0.286,0.204,0.531,126,112,238,200-250
GM,0,0.3076923076390533,0.247,0.192,0.521,0.148,0.164,0.296,0.314,0.235,0.706,126,169,295,250-300
GM,0,0.076923076852071,0.19,0.127,0.476,0.222,0.27,0.311,0.359,0.25,0.703,130,79,209,200-250
GM,0,0.4615384615739645,0.325,0.233,0.6,0.2,0.259,0.2,0.218,0.194,0.273,217,166,383,300-400
GM,0,0.153846153704142,0.275,0.222,0.627,0.14,0.176,0.175,0.267,0.222,0.533,65,161,226,200-250
GM,1,0.6923076923609468,0.209,0.169,0.537,0.204,0.213,0.245,0.194,0.129,0.258,65,221,286,250-300
GM,0,0.076923076852071,0.188,0.167,0.406,0.241,0.231,0.31,0.185,0.16,0.333,120,158,278,250-300
GM,0,0.076923076852071,0.316,0.246,0.526,0.286,0.268,0.5,0.238,0.143,0.429,120,132,252,250-300
GM,0,0.076923076852071,0.222,0.198,0.407,0.089,0.133,0.178,0.167,0.167,0.333,120,124,244,200-250
GM,0,0.2307692307869822,0.255,0.199,0.426,0.154,0.184,0.154,0.263,0.211,0.474,120,100,220,200-250
GM,0,0.153846153704142,0.146,0.146,0.341,0.156,0.204,0.312,0.133,0.119,0.356,120,49,169,100-200
GM,0,0.3076923076390533,0.276,0.218,0.448,0.275,0.237,0.431,0.178,0.148,0.356,162,106,268,250-300
GM,0,0.153846153704142,0.154,0.09,0.269,1.0,0.72,1.839,0.194,0.151,0.323,162,93,255,250-300
GM,0,0.5384615384260356,0.282,0.263,0.648,0.121,0.132,0.212,0.379,0.287,0.793,159,143,302,300-400
GM,1,0.8461538460650888,0.295,0.186,0.623,0.213,0.201,0.298,0.271,0.203,0.542,112,124,236,200-250
GM,1,0.7692307692130178,0.481,0.383,0.778,0.213,0.206,0.298,0.328,0.262,0.525,112,99,211,200-250
GM,1,0.7692307692130178,0.322,0.23,0.598,0.146,0.178,0.146,0.4,0.311,0.667,219,153,372,300-400
GM,0,0.3846153844911243,0.186,0.194,0.326,0.267,0.237,0.444,0.227,0.227,0.364,219,100,319,300-400
GM,1,0.7692307692130178,0.29,0.172,0.548,0.074,0.254,0.222,0.491,0.365,0.906,153,110,263,250-300
GM,0,0.076923076852071,0.329,0.31,0.685,0.296,0.3,0.37,0.263,0.228,0.474,151,175,326,300-400
GM,0,0.3076923076390533,0.305,0.181,0.712,0.138,0.165,0.172,0.267,0.222,0.622,151,169,320,300-400
GM,0,0.153846153704142,0.317,0.211,0.617,0.182,0.223,0.242,0.297,0.243,0.459,151,121,272,250-300
GM,0,0.2307692307869822,0.264,0.214,0.491,0.091,0.145,0.091,0.171,0.133,0.4,151,85,236,200-250
GM,0,0.2307692307869822,0.407,0.271,0.814,0.167,0.162,0.25,0.25,0.217,0.45,151,142,293,250-300
GM,0,0.153846153704142,0.377,0.242,0.783,0.3,0.313,0.467,0.222,0.193,0.444,151,167,318,300-400
GM,0,0.5384615384260356,0.367,0.256,0.867,0.276,0.249,0.379,0.231,0.154,0.462,151,128,279,250-300
GM,0,0.153846153704142,0.233,0.189,0.45,0.367,0.328,0.449,0.135,0.117,0.297,107,155,262,250-300
GM,0,0.3076923076390533,0.226,0.247,0.371,0.185,0.249,0.222,0.167,0.111,0.111,107,156,263,250-300
GM,0,0.3076923076390533,0.226,0.183,0.484,0.377,0.334,0.604,0.176,0.176,0.235,107,124,231,200-250
GM,0,0.076923076852071,0.169,0.12,0.41,0.385,0.37,0.538,0.108,0.072,0.324,107,187,294,250-300
GM,0,0.3846153844911243,0.231,0.159,0.523,0.36,0.298,0.6,0.103,0.103,0.154,107,167,274,250-300
GM,0,0.076923076852071,0.208,0.147,0.442,0.25,0.24,0.417,0.286,0.238,0.429,107,205,312,300-400
GM,0,0.153846153704142,0.204,0.185,0.389,0.368,0.347,0.474,0.125,0.083,0.312,107,122,229,200-250
GM,0,0.2307692307869822,0.281,0.175,0.456,0.3,0.291,0.35,0.207,0.161,0.345,107,139,246,200-250
GM,0,0.076923076852071,0.23,0.186,0.492,0.17,0.241,0.213,0.118,0.118,0.118,107,136,243,200-250
GM,1,0.6153846152781066,0.358,0.259,0.597,0.159,0.189,0.254,0.473,0.352,0.836,157,100,257,250-300
GM,0,0.2307692307869822,0.246,0.205,0.369,0.133,0.177,0.133,0.2,0.189,0.333,177,251,428,400-500
GM,0,0.076923076852071,0.237,0.143,0.473,0.212,0.286,0.364,0.41,0.308,0.821,177,261,438,400-500
GM,0,0.3076923076390533,0.262,0.206,0.548,0.261,0.235,0.435,0.312,0.229,0.562,197,152,349,300-400
GM,0,0.4615384615739645,0.322,0.261,0.575,0.047,0.131,0.0,0.218,0.17,0.364,197,129,326,300-400
GM,0,0.4615384615739645,0.237,0.202,0.5,0.255,0.224,0.582,0.233,0.167,0.5,136,193,329,300-400
GM,0,0.5384615384260356,0.2,0.213,0.4,0.308,0.274,0.554,0.269,0.231,0.538,136,78,214,200-250
GM,0,0.3076923076390533,0.214,0.19,0.429,0.321,0.229,0.571,0.291,0.194,0.582,136,155,291,250-300
GM,0,0.5384615384260356,0.238,0.175,0.619,0.147,0.154,0.206,0.2,0.147,0.36,136,73,209,200-250
GM,1,0.6923076923609468,0.25,0.202,0.464,0.118,0.187,0.118,0.14,0.093,0.279,136,151,287,250-300
GM,1,0.6153846152781066,0.258,0.215,0.548,0.172,0.173,0.241,0.262,0.186,0.525,136,158,294,250-300
GM,0,0.3846153844911243,0.226,0.172,0.387,0.157,0.144,0.314,0.321,0.214,0.679,136,112,248,200-250
GM,1,0.7692307692130178,0.31,0.218,0.724,0.17,0.161,0.34,0.419,0.323,0.742,136,163,299,250-300
GM,1,0.6923076923609468,0.231,0.282,0.5,0.345,0.307,0.621,0.31,0.299,0.517,136,141,277,250-300
GM,0,0.4615384615739645,0.203,0.203,0.405,0.179,0.214,0.286,0.4,0.303,0.764,132,251,383,300-400
GM,0,0.4615384615739645,0.35,0.25,0.6,0.128,0.2,0.17,0.4,0.311,0.667,132,79,211,200-250
GM,0,0.2307692307869822,0.321,0.25,0.679,0.179,0.198,0.299,0.25,0.217,0.45,113,132,245,200-250
GM,0,0.2307692307869822,0.292,0.25,0.708,0.051,0.143,0.051,0.464,0.321,0.893,113,88,201,200-250
GM,0,0.153846153704142,0.267,0.244,0.567,0.043,0.109,0.085,0.44,0.333,0.8,113,123,236,200-250
GM,0,0.153846153704142,0.343,0.21,0.571,0.167,0.175,0.167,0.333,0.222,0.667,88,70,158,100-200
GM,0,0.2307692307869822,0.381,0.317,0.595,0.133,0.105,0.267,0.353,0.235,0.706,88,108,196,100-200
GM,0,0.076923076852071,0.258,0.172,0.516,0.478,0.391,0.739,0.174,0.101,0.435,88,163,251,250-300
GM,0,0.2307692307869822,0.286,0.21,0.514,0.182,0.21,0.273,0.324,0.216,0.649,88,88,176,100-200
GM,0,0.076923076852071,0.224,0.178,0.5,0.19,0.169,0.286,0.148,0.148,0.296,88,145,233,200-250
GM,0,0.153846153704142,0.245,0.201,0.585,0.27,0.24,0.486,0.2,0.2,0.467,88,112,200,100-200
GM,0,0.076923076852071,0.293,0.195,0.634,0.214,0.191,0.357,0.333,0.2,0.733,88,128,216,200-250
GM,0,0.153846153704142,0.326,0.246,0.63,0.167,0.205,0.167,0.333,0.244,0.633,218,202,420,400-500
GM,0,0.5384615384260356,0.319,0.242,0.58,0.18,0.194,0.3,0.276,0.218,0.586,104,97,201,200-250
GM,0,0.153846153704142,0.234,0.199,0.489,0.203,0.2,0.339,0.226,0.138,0.377,211,154,365,300-400
GM,0,0.076923076852071,0.215,0.194,0.409,0.108,0.095,0.216,0.227,0.121,0.455,211,130,341,300-400
GM,0,0.076923076852071,0.271,0.208,0.458,0.235,0.22,0.275,0.328,0.317,0.492,211,148,359,300-400
GM,0,0.076923076852071,0.213,0.16,0.427,0.408,0.384,0.571,0.333,0.222,0.733,211,65,276,250-300
GM,1,0.6153846152781066,0.393,0.25,0.75,0.293,0.295,0.488,0.263,0.205,0.474,211,72,283,250-300
GM,0,0.5384615384260356,0.234,0.177,0.404,0.108,0.119,0.108,0.26,0.22,0.42,211,163,374,300-400
GM,0,0.5384615384260356,0.25,0.212,0.591,0.604,0.403,1.208,0.237,0.192,0.407,211,94,305,300-400
GM,0,0.153846153704142,0.276,0.207,0.598,0.25,0.216,0.5,0.178,0.119,0.356,211,105,316,300-400
GM,0,0.2307692307869822,0.222,0.2,0.478,0.25,0.196,0.55,0.353,0.275,0.667,227,189,416,400-500
GM,0,0.153846153704142,0.24,0.169,0.613,0.167,0.212,0.389,0.444,0.326,0.889,227,110,337,300-400
GM,0,0.076923076852071,0.226,0.215,0.484,0.082,0.105,0.082,0.17,0.184,0.426,148,129,277,250-300
GM,0,0.153846153704142,0.231,0.179,0.5,0.222,0.204,0.444,0.143,0.143,0.143,120,120,240,200-250
GM,0,0.5384615384260356,0.338,0.215,0.708,0.154,0.192,0.192,0.174,0.145,0.261,120,161,281,250-300
GM,1,0.6923076923609468,0.211,0.14,0.526,0.194,0.24,0.29,0.235,0.196,0.353,120,49,169,100-200
GM,0,0.5384615384260356,0.31,0.235,0.592,0.233,0.243,0.3,0.34,0.255,0.596,120,190,310,300-400
GM,1,0.8461538460650888,0.386,0.269,0.807,0.304,0.266,0.478,0.346,0.269,0.577,120,157,277,250-300
GM,0,0.076923076852071,0.369,0.226,0.615,0.205,0.284,0.256,0.175,0.187,0.421,82,141,223,200-250
GM,0,0.4615384615739645,0.318,0.197,0.682,0.154,0.124,0.308,0.436,0.291,0.873,82,93,175,100-200
GM,1,0.6923076923609468,0.345,0.207,0.759,0.211,0.185,0.316,0.333,0.235,0.63,82,131,213,200-250
GM,0,0.076923076852071,0.386,0.292,0.667,0.143,0.119,0.286,0.453,0.327,0.906,82,144,226,200-250
GM,0,0.3846153844911243,0.4,0.289,0.8,0.157,0.162,0.157,0.423,0.295,0.808,82,123,205,200-250
GM,0,0.2307692307869822,0.471,0.366,0.863,0.226,0.213,0.377,0.256,0.222,0.462,82,116,198,100-200
GM,0,0.3846153844911243,0.262,0.175,0.607,0.28,0.226,0.36,0.28,0.2,0.68,82,201,283,250-300
GM,0,0.076923076852071,0.353,0.235,0.667,0.231,0.213,0.308,0.346,0.231,0.731,82,125,207,200-250
GM,0,0.2307692307869822,0.338,0.256,0.585,0.2,0.217,0.28,0.154,0.115,0.269,82,191,273,250-300
GM,0,0.2307692307869822,0.3,0.233,0.5,0.054,0.1,0.162,0.211,0.14,0.421,78,83,161,100-200
GM,0,0.076923076852071,0.149,0.129,0.209,0.242,0.168,0.606,0.145,0.085,0.182,78,228,306,300-400
GM,0,0.3076923076390533,0.2,0.117,0.4,0.15,0.148,0.2,0.321,0.25,0.536,78,79,157,100-200
GM,0,0.153846153704142,0.267,0.207,0.444,0.286,0.245,0.571,0.222,0.148,0.444,78,120,198,100-200
GM,0,0.076923076852071,0.246,0.14,0.526,0.171,0.144,0.286,0.235,0.157,0.471,78,181,259,250-300
GM,0,0.2307692307869822,0.4,0.267,0.8,0.161,0.191,0.161,0.538,0.333,1.154,70,109,179,100-200
GM,0,0.076923076852071,0.41,0.308,0.821,0.333,0.335,0.417,0.467,0.289,1.0,70,98,168,100-200
GM,0,0.3076923076390533,0.385,0.308,0.731,0.118,0.112,0.118,0.17,0.142,0.426,70,146,216,200-250
GM,0,0.076923076852071,0.148,0.136,0.333,0.303,0.222,0.545,0.244,0.179,0.537,70,182,252,250-300
GM,0,0.3076923076390533,0.348,0.261,0.609,0.196,0.205,0.353,0.261,0.203,0.522,70,118,188,100-200
GM,0,0.153846153704142,0.179,0.119,0.418,0.093,0.125,0.093,0.245,0.19,0.408,70,198,268,250-300
GM,0,0.2307692307869822,0.308,0.239,0.564,0.275,0.219,0.549,0.235,0.176,0.471,70,108,178,100-200
GM,0,0.3846153844911243,0.167,0.153,0.458,0.217,0.296,0.261,0.186,0.124,0.372,70,182,252,250-300
GM,1,0.6153846152781066,0.381,0.265,0.667,0.13,0.129,0.217,0.52,0.387,0.92,102,181,283,250-300
GM,0,0.2307692307869822,0.298,0.227,0.681,0.873,0.606,1.673,0.259,0.222,0.556,102,88,190,100-200
GM,1,0.6153846152781066,0.271,0.203,0.61,0.143,0.164,0.143,0.298,0.213,0.596,166,85,251,250-300
GM,0,0.3846153844911243,0.274,0.218,0.547,0.213,0.2,0.383,0.276,0.195,0.483,167,215,382,300-400
GM,1,0.6923076923609468,0.159,0.116,0.413,0.043,0.059,0.043,0.333,0.238,0.714,228,73,301,300-400
GM,1,0.7692307692130178,0.303,0.182,0.667,0.15,0.105,0.1,0.174,0.116,0.348,61,112,173,100-200
GM,1,0.6153846152781066,0.164,0.109,0.426,0.121,0.132,0.121,0.121,0.121,0.121,61,199,260,250-300
GM,0,0.4615384615739645,0.235,0.157,0.588,0.12,0.163,0.2,0.4,0.252,0.844,171,109,280,250-300
GM,0,0.153846153704142,0.228,0.177,0.506,0.145,0.165,0.232,0.339,0.226,0.678,171,161,332,300-400
GM,0,0.3076923076390533,0.228,0.219,0.481,0.222,0.218,0.286,0.456,0.324,0.912,171,111,282,250-300
GM,0,0.153846153704142,0.24,0.196,0.507,0.091,0.13,0.227,0.32,0.2,0.72,88,198,286,250-300
GM,0,0.076923076852071,0.298,0.213,0.553,0.238,0.158,0.524,0.192,0.167,0.423,88,67,155,100-200
GM,1,0.8461538460650888,0.456,0.316,0.877,0.222,0.282,0.407,0.44,0.307,0.84,88,127,215,200-250
GM,0,0.153846153704142,0.288,0.192,0.635,0.12,0.161,0.12,0.289,0.207,0.6,88,108,196,100-200
GM,0,0.4615384615739645,0.286,0.201,0.603,0.308,0.299,0.423,0.429,0.274,0.857,88,176,264,250-300
GM,0,0.3846153844911243,0.341,0.244,0.634,0.52,0.398,0.92,0.278,0.204,0.5,88,65,153,100-200
GM,0,0.153846153704142,0.291,0.279,0.618,0.237,0.235,0.508,0.373,0.237,0.78,88,94,182,100-200
GM,0,0.4615384615739645,0.261,0.184,0.493,0.07,0.099,0.07,0.217,0.188,0.348,172,98,270,250-300
GM,0,0.076923076852071,0.269,0.231,0.474,0.1,0.181,0.15,0.28,0.233,0.58,161,130,291,250-300
GM,0,0.2307692307869822,0.309,0.199,0.495,0.136,0.162,0.136,0.281,0.187,0.561,161,203,364,300-400
GM,0,0.3076923076390533,0.273,0.215,0.495,0.208,0.169,0.375,0.233,0.167,0.433,161,222,383,300-400
GM,0,0.5384615384260356,0.229,0.213,0.542,0.129,0.182,0.097,0.212,0.182,0.394,161,210,371,300-400
GM,1,0.7692307692130178,0.312,0.216,0.623,0.151,0.144,0.226,0.375,0.25,0.75,161,132,293,250-300
GM,0,0.153846153704142,0.264,0.214,0.491,0.111,0.131,0.111,0.158,0.105,0.158,72,135,207,200-250
GM,0,0.153846153704142,0.333,0.238,0.714,0.312,0.242,0.562,0.182,0.141,0.424,72,106,178,100-200
GM,0,0.2307692307869822,0.218,0.17,0.364,0.062,0.097,0.062,0.188,0.146,0.312,72,129,201,200-250
GM,0,0.076923076852071,0.276,0.201,0.517,0.281,0.269,0.406,0.224,0.245,0.551,146,145,291,250-300
GM,0,0.2307692307869822,0.347,0.258,0.667,0.185,0.224,0.123,0.353,0.248,0.667,146,191,337,300-400
GM,0,0.4615384615739645,0.333,0.214,0.744,0.145,0.171,0.218,0.449,0.286,0.939,146,171,317,300-400
GM,0,0.3076923076390533,0.29,0.204,0.516,0.146,0.164,0.098,0.059,0.078,0.235,146,146,292,250-300
GM,0,0.3076923076390533,0.339,0.305,0.712,0.125,0.191,0.125,0.333,0.236,0.792,146,114,260,250-300
GM,0,0.153846153704142,0.164,0.169,0.26,0.211,0.268,0.237,0.182,0.194,0.291,146,154,300,250-300
GM,0,0.076923076852071,0.295,0.23,0.59,0.276,0.283,0.345,0.167,0.139,0.333,103,192,295,250-300
GM,0,0.153846153704142,0.305,0.215,0.576,0.238,0.172,0.333,0.271,0.215,0.576,103,104,207,200-250
GM,0,0.076923076852071,0.29,0.226,0.484,0.269,0.273,0.346,0.296,0.272,0.481,103,120,223,200-250
GM,0,0.153846153704142,0.36,0.24,0.76,0.093,0.123,0.093,0.348,0.232,0.696,103,86,189,100-200
GM,0,0.076923076852071,0.24,0.213,0.32,0.12,0.191,0.12,0.24,0.213,0.48,103,72,175,100-200
GM,0,0.2307692307869822,0.269,0.192,0.577,0.115,0.144,0.077,0.292,0.181,0.625,103,129,232,200-250
GM,0,0.153846153704142,0.282,0.239,0.641,0.241,0.234,0.241,0.255,0.199,0.596,103,206,309,300-400
GM,0,0.076923076852071,0.279,0.217,0.465,0.189,0.209,0.151,0.213,0.184,0.383,103,68,171,100-200
GM,0,0.076923076852071,0.353,0.275,0.706,0.0,0.112,0.0,0.241,0.195,0.414,115,80,195,100-200
GM,0,0.153846153704142,0.25,0.25,0.578,0.429,0.315,0.762,0.448,0.356,0.862,115,201,316,300-400
GM,0,0.153846153704142,0.4,0.293,0.76,0.727,0.538,1.333,0.423,0.269,0.846,115,105,220,200-250
GM,1,0.6923076923609468,0.212,0.162,0.333,0.122,0.11,0.204,0.412,0.343,0.706,115,159,274,250-300
GM,0,0.3076923076390533,0.261,0.174,0.609,0.167,0.179,0.233,0.16,0.16,0.32,115,76,191,100-200
GM,0,0.2307692307869822,0.407,0.282,0.881,0.32,0.23,0.8,0.5,0.344,1.033,115,145,260,250-300
